#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020619,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010011,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
se,play,300200000062,,,
#,,,,,
#,,,,,
talk,1,研究員Ａ,,,
+talk,show,1,
#,,,,,
talk,2,研究員Ｂ,,,
#,,,,,
talk,3,研究員Ｂ,,,
talk,4,研究員Ａ,,,
talk,5,研究員Ｂ,,,
#,,,,,
talk,6,研究員Ａ,,,
talk,7,研究員Ｂ,,,
#,,,,,
image,100020619,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
se,play,300400000010,,,
wait,1,
talk,8,研究員Ａ,,,
#,,,,,
talk,9,研究員Ｂ,,,
#,,,,,
talk,10,研究員Ａ,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
image,100020619,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010008,,,
fade,in,1,#FFFFFF,0,
se,play,300300000300,,,
+se,play,300200000022,,,
talk,11,布束 砥信,,,
+talk,show,1,
#,,,,,
talk,12,布束 砥信,,,
#,,,,,
talk,13,布束 砥信,,,
#,,,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
image,100020619,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
talk,show,0,
bgm,stop,,,,
wait,1,
bgm,play,30010013,,,
fade,in,1,#FFFFFF,0,
talk,14,御坂 美琴,,,
+talk,show,1,
#,,,,,
talk,15,フレンダ,,,
#,,,,,
talk,16,フレンダ,,,
#,,,,,
image,100020619,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,17,フレンダ,,,
#,,,,,
talk,18,フレンダ,,,
#,,,,,
talk,19,フレンダ,,,
#,,,,,
talk,20,フレンダ,,,
#,,,,,
talk,21,御坂 美琴,,,
#,,,,,
image,100020619,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
se,play,300700000020,,,
wait,1,
talk,22,フレンダ,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
