#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,1003001,,,,,,
bgm,stop,,,,,,
chara,1000101,上条 当麻,11,
chara,87000101,禁書目録たん,21,
+上条 当麻.fade,out,0.1,
+禁書目録たん.fade,out,0.1,
bgm,play,30010001,,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,？？？,,,,,
+talk,show,1,
talk,2,上条 当麻,,,,,
bgm,stop,,,,,,
place,禁書目録たん,上条 当麻,
+上条 当麻.fade,in,0.5,
+focus,on,上条 当麻,
+禁書目録たん.move,"(-250,150,0) ","(-250,150,0) ",0,
bgm,play,30010005,,,,,
talk,3,上条 当麻,,,,,
+上条 当麻.shake,"(0.1,0)","(10,0)",1,
+se,play,300800000420,,,,,
talk,4,上条 当麻,,,,,
禁書目録たん.fade,in,0.5,
+focus,on,禁書目録たん,
talk,5,禁書目録たん,,,,,
talk,6,上条 当麻,,,,,
talk,7,禁書目録たん,,,,,
talk,8,禁書目録たん,,,,,
talk,9,禁書目録たん,,,,,
talk,10,上条 当麻,,,,,
talk,11,禁書目録たん,,,,,
talk,12,上条 当麻,,,,,
talk,13,禁書目録たん,,,,,
talk,14,禁書目録たん,,,,,
bgm,stop,,,,,,
talk,15,上条 当麻,,,,,
bgm,play,30010006,,,,,
talk,16,上条 当麻,,,,,
talk,17,上条 当麻,,,,,
talk,18,禁書目録たん,,,,,
talk,19,上条 当麻,,,,,
talk,20,上条 当麻,,,,,
talk,21,禁書目録たん,,,,,
talk,22,上条 当麻,,,,,
talk,23,禁書目録たん,,,,,
talk,24,上条 当麻,,,,,
talk,25,禁書目録たん,,,,,
bgm,stop,,,,,,
talk,26,上条 当麻,,,,,
bgm,play,30010005,,,,,
talk,27,禁書目録たん,,,,,
talk,28,上条 当麻,,,,,
talk,29,禁書目録たん,,,,,
talk,30,禁書目録たん,,,,,
talk,31,禁書目録たん,,,,,
talk,32,上条 当麻,,,,,
talk,33,禁書目録たん,,,,,
se,play,300800000420,,,,,
talk,34,上条 当麻,,,,,
+上条 当麻.shake,"(0.1,0)","(10,0)",1,
talk,35,禁書目録たん,,,,,
talk,36,禁書目録たん,,,,,
talk,37,上条 当麻,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
+image,999999999,1,シーン01,
シーン01.fade,in,0.1,
+talk,show,0,
fade,in,0.5,#FFFFFF,0,
bgm,stop,
control,0,
wait,1,
movie,play,story_event000000076,0,1,1,0,
+bgm,play,10050002,
bgm,stop,
[END],
