#command,param1,param2,param3,param4,
#,
print,chapter5,
stage,010001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,11000101,麦野 沈利,10,
chara,20000101,滝壺 理后,15,
chara,19000101,フレンダ,10,
chara,18000101,絹旗 最愛,10,
place,麦野 沈利,フレンダ,
+focus,on,麦野 沈利,
+滝壺 理后.fade,out,0.5,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,out,0.5,
+麦野 沈利.fade,in,0.5,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010002,,,
wait,0.5,
talk,show,1,
+talk,1,フレンダ,,,
talk,2,麦野 沈利,,,
talk,3,フレンダ,,,
talk,4,麦野 沈利,,,
talk,5,フレンダ,,,
talk,6,麦野 沈利,,,
talk,7,麦野 沈利,,,
talk,8,フレンダ,,,
talk,9,麦野 沈利,,,
talk,10,麦野 沈利,,,
talk,11,麦野 沈利,,,
talk,12,麦野 沈利,,,
talk,13,フレンダ,,,
talk,14,麦野 沈利,,,
talk,15,麦野 沈利,,,
talk,16,フレンダ,,,
talk,17,麦野 沈利,,,
talk,18,麦野 沈利,,,
talk,19,フレンダ,,,
talk,20,麦野 沈利,,,
talk,21,麦野 沈利,,,
talk,22,フレンダ,,,
talk,23,麦野 沈利,,,
talk,24,麦野 沈利,,,
talk,25,麦野 沈利,,,
talk,26,フレンダ,,,
talk,27,麦野 沈利,,,
talk,28,フレンダ,,,
talk,29,麦野 沈利,,,
talk,30,麦野 沈利,,,
talk,31,麦野 沈利,,,
talk,32,フレンダ,,,
wait,1,
talk,33,麦野 沈利,,,
talk,34,フレンダ,,,
talk,35,麦野 沈利,,,
talk,36,フレンダ,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+麦野 沈利.fade,out,0.5,
+フレンダ.fade,out,0.5,
+bgm,stop,1,,,
place,麦野 沈利,絹旗 最愛,フレンダ,滝壺 理后,
+滝壺 理后.fade,in,0.5,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
wait,2,
bgm,play,30010004,,,
fade,in,1,#FFFFFF,0,
talk,37,絹旗 最愛,,,
+talk,show,1,
talk,38,麦野 沈利,,,
talk,39,滝壺 理后,,,
talk,40,フレンダ,,,
talk,41,麦野 沈利,,,
wait,1,
talk,42,麦野 沈利,,,
talk,43,麦野 沈利,,,
talk,44,絹旗 最愛,,,
talk,45,麦野 沈利,,,
wait,1,
talk,46,麦野 沈利,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
