#command,param1,param2,param3,param4,
#,
stage,021001001,,,,
control,1,
bgm,stop,
chara,30000901,五和,10,
chara,28001001,オルソラ,10,
chara,27000101,シェリー,10,
+place,オルソラ,空白,五和,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,オルソラ,
bgm,play,30010004,,,
talk,1,オルソラ,,,
+talk,show,1,
talk,2,オルソラ,,,
talk,3,五和,,,
talk,4,オルソラ,,,
talk,5,オルソラ,,,
talk,6,五和,,,
talk,7,オルソラ,,,
talk,8,オルソラ,,,
talk,9,五和,,,
talk,10,オルソラ,,,
talk,11,オルソラ,,,
talk,12,五和,,,
talk,13,オルソラ,,,
talk,14,五和,,,
talk,15,オルソラ,,,
オルソラ.move,0,1,1,
シェリー.fade,in,0.5,
+place,シェリー,オルソラ,五和,
+focus,off,オルソラ,五和,
+se,play,300400000010,,,
talk,16,シェリー,,,
talk,17,オルソラ,,,
talk,18,オルソラ,,,
bgm,stop,
talk,19,シェリー,,,
talk,20,五和,,,
bgm,play,30010018,,,
talk,21,シェリー,,,
talk,22,シェリー,,,
talk,23,シェリー,,,
talk,24,五和,,,
talk,25,シェリー,,,
talk,26,シェリー,,,
bgm,stop,
talk,27,オルソラ,,,
talk,28,シェリー,,,
bgm,play,30010022,,,
talk,29,オルソラ,,,
talk,30,オルソラ,,,
talk,31,シェリー,,,
talk,32,シェリー,,,
talk,33,五和,,,
五和.move,2,5,1,
+五和.fade,out,1,
+se,play,300200000092,,,
wait,1,
talk,34,オルソラ,,,
talk,35,シェリー,,,
talk,36,シェリー,,,
talk,37,シェリー,,,
talk,38,オルソラ,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
