#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,13001001,一方通行,10,,
chara,22000101,打ち止め,10,,
talk,start,,,,
+talk,show,0,,,
place,一方通行,打ち止め,,,
+一方通行.fade,out,0.1,,,
+打ち止め.fade,out,0.1,,,
stage,015001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010003,1,,
# 会話開始,
talk,1,打ち止め,,,
+talk,show,1,,,
+打ち止め.fade,in,0.5,,,
talk,2,一方通行,,,
+一方通行.fade,in,0.5,,,
talk,3,打ち止め,,,
+打ち止め.shake,"(0.80,0)","(1,2)",2,
talk,4,一方通行,,,
talk,5,打ち止め,,,
talk,6,打ち止め,,,
talk,7,一方通行,,,
talk,8,打ち止め,,,
talk,9,一方通行,,,
talk,10,打ち止め,,,
+打ち止め.shake,"(0.80,0)","(1,2)",2,
talk,11,打ち止め,,,
talk,12,打ち止め,,,
talk,13,一方通行,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































