#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020820,41,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010009,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
#,#,,,,
talk,2,御坂 美琴,,,
talk,3,佐天 涙子,,,
#,#,,,,
image,100020821,1,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,4,佐天 涙子,,,
#,#,,,,
talk,5,フェブリ,,,
talk,6,御坂 美琴,,,
#,#,,,,
image,100020820,32,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,7,有冨 春樹,,,
#,#,,,,
talk,8,有冨 春樹,,,
#,#,,,,
bgm,stop,,,,
image,100020821,2,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
bgm,play,30010012,,,
wait,1,
talk,9,御坂 美琴,,,
#,#,,,,
talk,10,婚后 光子,,,
talk,11,初春 飾利,,,
talk,12,白井 黒子,,,
#,#,,,,
talk,13,白井 黒子,,,
#,#,,,,
talk,14,御坂 美琴,,,
talk,15,佐天 涙子,,,
talk,16,白井 黒子,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
image,100020821,3,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010002,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,17,黄泉川 愛穂,,,
+talk,show,1,
#,#,,,,
talk,18,婚后 光子,,,
#,#,,,,
talk,19,黄泉川 愛穂,,,
#,#,,,,
talk,20,初春 飾利,,,
#,#,,,,
image,100020821,4,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
wait,1,
talk,21,黄泉川 愛穂,,,
talk,22,黄泉川 愛穂,,,
#,#,,,,
talk,23,白井 黒子,,,
talk,24,初春 飾利,,,
#,#,,,,
talk,25,黄泉川 愛穂,,,
talk,26,白井 黒子,,,
talk,27,黄泉川 愛穂,,,
#,#,,,,
talk,28,白井 黒子,,,
talk,29,初春 飾利,,,
#,#,,,,
talk,30,白井 黒子,,,
talk,31,黄泉川 愛穂,,,
#,#,,,,
image,100020821,5,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,32,黄泉川 愛穂,,,
#,#,,,,
talk,33,黄泉川 愛穂,,,
#,#,,,,
talk,34,黄泉川 愛穂,,,
#,#,,,,
image,100020821,6,シーン08,
シーン08.fade,in,0.5,
シーン07.fade,out,0.1,
wait,1,
talk,35,黄泉川 愛穂,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
