#command,param1,param2,param3,param4,
#,
print,chapter3,
stage,007001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,11000101,麦野 沈利,11,
chara,66000101,浜面 仕上,15,
chara,20000101,滝壺 理后,10,
chara,19000101,フレンダ,10,
chara,18000101,絹旗 最愛,10,
place,麦野 沈利,
+focus,on,麦野 沈利,
+滝壺 理后.fade,out,0.5,
+フレンダ.fade,out,0.5,
+絹旗 最愛.fade,out,0.5,
+麦野 沈利.fade,in,0.5,
+浜面 仕上.fade,out,0.5,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010001,,,
wait,0.5,
talk,show,1,
+talk,1,麦野 沈利,,,
talk,2,麦野 沈利,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
stage,7009001,,,,
se,play,300300000410,,,
wait,2,
fade,in,1,#FFFFFF,0,
talk,3,麦野 沈利,,,
+talk,show,1,
talk,4,麦野 沈利,,,
bgm,stop,
talk,5,,,,
+se,play,300200000500,,,
wait,2,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+麦野 沈利.fade,out,0.5,
stage,007003001,,,,
place,麦野 沈利,絹旗 最愛,フレンダ,滝壺 理后,
+滝壺 理后.fade,in,0.5,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,out,0.5,
wait,2,
fade,in,1,#FFFFFF,0,
+bgm,play,30010002,,,
麦野 沈利.fade,in,0.5,
+se,play,300200000480,,,
talk,6,フレンダ,,,
+talk,show,1,
talk,7,麦野 沈利,,,
talk,8,フレンダ,,,
talk,9,フレンダ,,,
talk,10,麦野 沈利,,,
talk,11,フレンダ,,,
talk,12,滝壺 理后,,,
talk,13,麦野 沈利,,,
talk,14,絹旗 最愛,,,
talk,15,絹旗 最愛,,,
talk,16,麦野 沈利,,,
talk,17,フレンダ,,,
talk,18,麦野 沈利,,,
talk,19,麦野 沈利,,,
talk,20,麦野 沈利,,,
talk,21,滝壺 理后,,,
talk,22,麦野 沈利,,,
se,play,300100000010,,,
wait,2,
talk,23,麦野 沈利,,,
talk,24,浜面 仕上,,,
talk,25,麦野 沈利,,,
talk,26,浜面 仕上,,,
talk,27,麦野 沈利,,,
se,play,300100000030,,,
talk,28,麦野 沈利,,,
talk,29,フレンダ,,,
talk,30,麦野 沈利,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+滝壺 理后.fade,out,0.5,
+フレンダ.fade,out,0.5,
+絹旗 最愛.fade,out,0.5,
+麦野 沈利.fade,out,0.5,
+bgm,stop,1,,,
wait,2,
place,麦野 沈利,浜面 仕上,
+浜面 仕上.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
fade,in,1,#FFFFFF,0,
+bgm,play,30010006,,,
talk,31,麦野 沈利,,,
+talk,show,1,
talk,32,浜面 仕上,,,
talk,33,麦野 沈利,,,
talk,34,麦野 沈利,,,
talk,35,浜面 仕上,,,
talk,36,麦野 沈利,,,
talk,37,麦野 沈利,,,
talk,38,浜面 仕上,,,
talk,39,浜面 仕上,,,
talk,40,浜面 仕上,,,
talk,41,浜面 仕上,,,
wait,1,
talk,show,0,
+浜面 仕上.fade,out,0.5,
+麦野 沈利.fade,out,0.5,
place,麦野 沈利,絹旗 最愛,フレンダ,浜面 仕上,
+フレンダ.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
+浜面 仕上.fade,in,0.5,
talk,42,フレンダ,,,
+talk,show,1,
talk,43,絹旗 最愛,,,
talk,44,浜面 仕上,,,
talk,45,麦野 沈利,,,
talk,46,浜面 仕上,,,
talk,47,麦野 沈利,,,
talk,48,浜面 仕上,,,
wait,1,
talk,show,0,
+フレンダ.fade,out,0.5,
place,麦野 沈利,絹旗 最愛,滝壺 理后,浜面 仕上,
+滝壺 理后.fade,in,0.5,
talk,49,滝壺 理后,,,
+talk,show,1,
talk,50,絹旗 最愛,,,
talk,51,麦野 沈利,,,
talk,52,麦野 沈利,,,
talk,53,浜面 仕上,,,
bgm,stop,1,,,
wait,1,
talk,54,麦野 沈利,,,
bgm,play,30010004,,,
talk,55,浜面 仕上,,,
talk,56,浜面 仕上,,,
talk,57,麦野 沈利,,,
talk,58,麦野 沈利,,,
talk,59,浜面 仕上,,,
talk,60,麦野 沈利,,,
talk,61,麦野 沈利,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
