#command,param1,param2,param3,param4,
#,チャプター04：ファミリーレストラン　白井 黒子　初春 飾利　佐天 涙子,
control,1,
chara,5000101,白井 黒子,
chara,37000101,佐天 涙子,
chara,36000101,初春 飾利,
place,白井 黒子,佐天 涙子,初春 飾利,
+白井 黒子.fade,out,0.1,
+佐天 涙子.fade,out,0.1,
+初春 飾利.fade,out,0.1,
talk,start,
+talk,show,0,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010001,,,
talk,1,白井 黒子,,,
+talk,show,1,
+白井 黒子.fade,in,0.5,
talk,2,初春 飾利,,,
+初春 飾利.fade,in,0.5,
talk,3,佐天 涙子,,,
+佐天 涙子.fade,in,0.5,
talk,4,白井 黒子,,,
talk,5,佐天 涙子,,,
bgm,play,030010006,,,
talk,6,白井 黒子,,,
talk,7,初春 飾利,,,
talk,8,佐天 涙子,,,
talk,9,白井 黒子,,,
talk,10,佐天 涙子,,,
talk,11,白井 黒子,,,
talk,12,佐天 涙子,,,
talk,13,初春 飾利,,,
talk,14,佐天 涙子,,,
talk,15,初春 飾利,,,
talk,16,佐天 涙子,,,
talk,17,白井 黒子,,,
talk,18,佐天 涙子,,,
talk,19,初春 飾利,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],







































