#command,param1,param2,param3,param4,
#,
print,chapter6,
stage,015001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,11000101,麦野 沈利,11,
chara,66000101,浜面 仕上,10,
chara,19000101,フレンダ,10,
place,麦野 沈利,
+麦野 沈利.fade,in,0.5,
+浜面 仕上.fade,out,0.5,
+focus,on,麦野 沈利,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010001,,,
wait,0.5,
talk,show,1,
+talk,1,麦野 沈利,,,
talk,2,麦野 沈利,,,
se,play,300100000010,,,
wait,2,
talk,3,麦野 沈利,,,
se,play,300100000010,,,
wait,2,
talk,4,麦野 沈利,,,
se,play,300100000010,,,
wait,2,
talk,5,麦野 沈利,,,
se,play,300100000020,,,
talk,6,麦野 沈利,,,
+bgm,play,30010006,,,
talk,7,電話の女,,,
talk,8,麦野 沈利,,,
talk,9,電話の女,,,
se,play,300100000030,,,
talk,10,麦野 沈利,,,
se,play,300100000010,,,
wait,2,
talk,11,麦野 沈利,,,
wait,2,
se,play,300100000020,,,
+talk,12,麦野 沈利,,,
talk,13,電話の女,,,
talk,14,麦野 沈利,,,
bgm,play,30010002,,,
talk,15,麦野 沈利,,,
talk,16,電話の女,,,
talk,17,電話の女,,,
talk,18,電話の女,,,
talk,19,麦野 沈利,,,
talk,20,電話の女,,,
talk,21,麦野 沈利,,,
talk,22,電話の女,,,
talk,23,電話の女,,,
talk,24,電話の女,,,
talk,25,麦野 沈利,,,
talk,26,電話の女,,,
talk,27,麦野 沈利,,,
talk,28,電話の女,,,
talk,29,麦野 沈利,,,
talk,30,電話の女,,,
talk,31,麦野 沈利,,,
talk,32,電話の女,,,
talk,33,麦野 沈利,,,
talk,34,麦野 沈利,,,
talk,35,麦野 沈利,,,
se,play,300100000030,,,
talk,36,麦野 沈利,,,
se,play,300100000380,,,
wait,3,
se,play,300100000010,,,
wait,3,
talk,37,麦野 沈利,,,
+se,play,300100000020,,,
talk,38,麦野 沈利,,,
talk,39,麦野 沈利,,,
se,play,300100000030,,,
talk,40,麦野 沈利,,,
talk,41,麦野 沈利,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+麦野 沈利.fade,out,0.5,
stage,007002001,,,,
place,フレンダ,麦野 沈利,浜面 仕上,
+フレンダ.fade,in,0.5,
+浜面 仕上.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
wait,2,
bgm,play,30010004,,,
fade,in,1,#FFFFFF,0,
talk,42,浜面 仕上,,,
+talk,show,1,
talk,43,浜面 仕上,,,
talk,44,麦野 沈利,,,
talk,45,フレンダ,,,
talk,46,麦野 沈利,,,
talk,47,麦野 沈利,,,
talk,48,フレンダ,,,
talk,49,麦野 沈利,,,
talk,50,麦野 沈利,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
