#command,param1,param2,param3,param4,
#,
control,1,
stage,21001001,,,,
bgm,stop,,,,
chara,10000201,食蜂 操祈,11,
chara,139000901,警策 看取,15,
chara,10001401,食蜂 操祈（クリスマス）,12,
chara,139000801,警策 看取（クリスマス）,17,
+食蜂 操祈（クリスマス）.fade,out,0.1,
+警策 看取（クリスマス）.fade,out,0.1,
+place,食蜂 操祈,警策 看取,
+focus,on,警策 看取,
bgm,play,30010003,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,警策 看取,,,
+talk,show,1,
talk,2,警策 看取,,,
talk,3,食蜂 操祈,,,
talk,4,食蜂 操祈,,,
talk,5,警策 看取,,,
talk,6,食蜂 操祈,,,
talk,7,食蜂 操祈,,,
talk,8,食蜂 操祈,,,
talk,9,警策 看取,,,
talk,10,食蜂 操祈,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
+食蜂 操祈.fade,out,0.5,
+警策 看取.fade,out,0.5,
place,食蜂 操祈（クリスマス）,警策 看取（クリスマス）,
+食蜂 操祈（クリスマス）.fade,in,0.5,
+警策 看取（クリスマス）.fade,in,0.5,
+focus,on,食蜂 操祈（クリスマス）,
wait,1,,,,
fade,in,1,#FFFFFF,0,
talk,11,食蜂 操祈（クリスマス）,,,
+talk,show,1,
talk,12,警策 看取（クリスマス）,,,
talk,13,食蜂 操祈（クリスマス）,,,
talk,14,警策 看取（クリスマス）,,,
talk,15,食蜂 操祈（クリスマス）,,,
talk,16,警策 看取（クリスマス）,,,
talk,17,食蜂 操祈（クリスマス）,,,
talk,18,警策 看取（クリスマス）,,,
talk,19,食蜂 操祈（クリスマス）,,,
talk,20,食蜂 操祈（クリスマス）,,,
talk,21,食蜂 操祈（クリスマス）,,,
se,play,300100000400,,,
wait,1,
talk,22,食蜂 操祈（クリスマス）,,,
talk,23,警策 看取（クリスマス）,,,
talk,24,食蜂 操祈（クリスマス）,,,
talk,25,警策 看取（クリスマス）,,,
talk,26,食蜂 操祈（クリスマス）,,,
talk,27,警策 看取（クリスマス）,,,
talk,28,食蜂 操祈（クリスマス）,,,
talk,29,警策 看取（クリスマス）,,,
talk,30,食蜂 操祈（クリスマス）,,,
talk,31,警策 看取（クリスマス）,,,
talk,32,食蜂 操祈（クリスマス）,,,
talk,33,食蜂 操祈（クリスマス）,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
