#command,param1,param2,param3,param4,
#,
stage,7004001,,,,
control,1,
bgm,stop,
chara,66000101,浜面 仕上,10,
chara,167000101,服部 半蔵,10,
place,浜面 仕上,
+focus,on,浜面 仕上,
bgm,play,30010008,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,浜面 仕上,,,
+talk,show,1,
talk,2,浜面 仕上,,,
talk,3,浜面 仕上,,,
bgm,stop,
talk,4,？？？,,,
+se,play,300200000480,,,
talk,5,浜面 仕上,,,
浜面 仕上.fade,out,0.5,
bgm,play,30010004,,,
talk,6,服部 半蔵,,,
+浜面 仕上.fade,in,0.5,
+服部 半蔵.fade,in,0.5,
+place,浜面 仕上,服部 半蔵,
talk,7,服部 半蔵,,,
talk,8,浜面 仕上,,,
talk,9,服部 半蔵,,,
talk,10,服部 半蔵,,,
talk,11,浜面 仕上,,,
talk,12,服部 半蔵,,,
talk,13,浜面 仕上,,,
talk,14,服部 半蔵,,,
talk,15,浜面 仕上,,,
talk,16,服部 半蔵,,,
talk,17,服部 半蔵,,,
talk,18,浜面 仕上,,,
talk,19,服部 半蔵,,,
talk,20,浜面 仕上,,,
talk,21,浜面 仕上,,,
bgm,play,30010018,,,
talk,22,服部 半蔵,,,
talk,23,浜面 仕上,,,
talk,24,服部 半蔵,,,
talk,25,浜面 仕上,,,
talk,26,服部 半蔵,,,
talk,27,浜面 仕上,,,
talk,28,浜面 仕上,,,
talk,29,服部 半蔵,,,
talk,30,浜面 仕上,,,
talk,31,浜面 仕上,,,
talk,32,服部 半蔵,,,
talk,33,浜面 仕上,,,
talk,34,浜面 仕上,,,
talk,35,浜面 仕上,,,
talk,36,服部 半蔵,,,
talk,37,浜面 仕上,,,
talk,38,浜面 仕上,,,
talk,39,服部 半蔵,,,
talk,40,服部 半蔵,,,
talk,41,浜面 仕上,,,
talk,42,服部 半蔵,,,
talk,43,服部 半蔵,,,
talk,44,服部 半蔵,,,
talk,45,浜面 仕上,,,
talk,46,浜面 仕上,,,
talk,47,服部 半蔵,,,
talk,48,浜面 仕上,,,
talk,49,浜面 仕上,,,
talk,50,服部 半蔵,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
bgm,stop,
stage,7002001,,,,
+浜面 仕上.fade,out,0.5,
+服部 半蔵.fade,out,0.5,
浜面 仕上.fade,in,0.5,
+place,浜面 仕上,
+浜面 仕上.facial,10,
+focus,on,浜面 仕上,
wait,1,
bgm,play,30010004,,,
fade,in,1,#FFFFFF,0,
talk,51,浜面 仕上,,,
+talk,show,1,
talk,52,浜面 仕上,,,
focus,off,浜面 仕上,
+se,play,300100000010,,,
wait,1,
se,play,300100000020,,,
talk,53,浜面 仕上,,,
talk,54,浜面 仕上,,,
talk,55,浜面 仕上,,,
talk,56,浜面 仕上,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],









































