#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020831,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
talk,2,佐天 涙子,,,
talk,3,御坂 美琴,,,
talk,4,初春 飾利,,,
talk,5,佐天 涙子,,,
#,#,,,,
talk,6,初春 飾利,,,
#,#,,,,
image,100020831,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,7,白井 黒子,,,
#,#,,,,
talk,8,白井 黒子,,,
#,#,,,,
talk,9,佐天 涙子,,,
talk,10,初春 飾利,,,
#,#,,,,
talk,11,御坂 美琴,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,ef_com_00000_001_009_01,"(0,0)",0,0,
image,100020808,10,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010018,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,12,フェブリ,,,
+talk,show,1,
#,#,,,,
talk,13,御坂 美琴,,,
#,#,,,,
image,100020602,7,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
wait,1,
talk,14,御坂 美琴,,,
#,#,,,,
talk,15,御坂 美琴,,,
#,#,,,,
talk,16,フェブリ,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
screen.effect,stop,,,,
image,100020831,3,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
bgm,stop,,,,
wait,1,,,,
bgm,play,30010009,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,17,有冨 春樹,,,
+talk,show,1,
#,#,,,,
talk,18,有冨 春樹,,,
#,#,,,,
talk,19,小佐古 俊一,,,
talk,20,斑目 健治,,,
#,#,,,,
talk,21,桜井 純,,,
#,#,,,,
talk,22,斑目 健治,,,
#,#,,,,
talk,23,関村 弘忠,,,
talk,24,桜井 純,,,
#,#,,,,
talk,25,桜井 純,,,
#,#,,,,
talk,26,有冨 春樹,,,
#,#,,,,
talk,27,関村 弘忠,,,
#,#,,,,
talk,28,関村 弘忠,,,
image,100020831,4,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
wait,1,
talk,29,布束 砥信,,,
#,#,,,,
talk,30,布束 砥信,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
