#command,param1,param2,param3,param4,
#,財布の中身,
control,1,
chara,2000101,インデックス,10,
chara,21000101,御坂妹,10,
talk,start,
+talk,show,0,
stage,1001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010003,,,
se,play,300500000010,,,
talk,1,御坂妹,,,
+talk,show,1,
+御坂妹.fade,in,0.5,
+place,御坂妹,空白,
talk,2,インデックス,,,
+インデックス.fade,in,0.5,
+place,御坂妹,インデックス,
se,play,300500000010,,,
talk,3,御坂妹,,,
talk,4,インデックス,,,
talk,5,御坂妹,,,
talk,6,インデックス,,,
talk,7,御坂妹,,,
talk,8,インデックス,,,
se,play,300500000060,,,
wait,1.5,
talk,9,インデックス,,,
se,play,300200000100,,,
+インデックス.fade,out,0.5,
talk,10,御坂妹,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],

























