#command,param1,param2,param3,param4,
#,
stage,001003001,,,,
control,1,
bgm,stop,
chara,1000201,上条 当麻,15,
chara,43000101,レイヴィニア,11,
chara,2000101,インデックス,13,
place,インデックス,レイヴィニア,上条 当麻,
+上条 当麻.fade,out,0.1,
+インデックス.fade,out,0.1,
+レイヴィニア.fade,in,0.1,
+focus,on,レイヴィニア,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
talk,show,1,
+talk,1,レイヴィニア,,,
+se,play,300400000260,,,
talk,2,上条 当麻,,,
+上条 当麻.fade,in,0.5,
talk,3,上条 当麻,,,
talk,4,インデックス,,,
+インデックス.fade,in,0.5,
talk,5,レイヴィニア,,,
talk,6,レイヴィニア,,,
talk,7,上条 当麻,,,
talk,8,上条 当麻,,,
talk,9,レイヴィニア,,,
talk,10,上条 当麻,,,
talk,11,レイヴィニア,,,
talk,12,上条 当麻,,,
talk,13,レイヴィニア,,,
talk,14,上条 当麻,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
bgm,stop,1,,,
talk,show,0,
place,インデックス,レイヴィニア,上条 当麻,
+インデックス.facial,13,
+レイヴィニア.facial,11,
+上条 当麻.facial,21,
+focus,on,レイヴィニア,
wait,1,
fade,in,1,#FFFFFF,0,
+bgm,play,30010002,,,
talk,15,レイヴィニア,,,
+talk,show,1,
talk,16,上条 当麻,,,
talk,17,レイヴィニア,,,
talk,18,レイヴィニア,,,
talk,19,上条 当麻,,,
talk,20,インデックス,,,
talk,21,インデックス,,,
talk,22,上条 当麻,,,
talk,23,レイヴィニア,,,
talk,24,上条 当麻,,,
talk,25,レイヴィニア,,,
talk,26,上条 当麻,,,
talk,27,上条 当麻,,,
talk,28,レイヴィニア,,,
talk,29,レイヴィニア,,,
talk,30,レイヴィニア,,,
talk,31,上条 当麻,,,
talk,32,レイヴィニア,,,
talk,33,上条 当麻,,,
talk,34,インデックス,,,
talk,35,インデックス,,,
talk,36,レイヴィニア,,,
talk,37,上条 当麻,,,
talk,38,レイヴィニア,,,
talk,39,レイヴィニア,,,
talk,40,レイヴィニア,,,
talk,41,上条 当麻,,,
talk,42,上条 当麻,,,
talk,43,レイヴィニア,,,
talk,44,上条 当麻,,,
+bgm,stop,1,,,
wait,1,
talk,45,レイヴィニア,,,
+screen.effect,ef_com_00000_000_000_00,"(0,0)",2,0,
talk,46,上条 当麻,,,
+bgm,play,30010003,,,
talk,47,インデックス,,,
talk,48,上条 当麻,,,
talk,49,インデックス,,,
talk,50,レイヴィニア,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
