#command,param1,param2,param3,param4,
#,
control,1,
stage,7004003,,,,
bgm,stop,
chara,1000201,上条 当麻,15,
chara,242000101,シティマカーブル,16,
chara,246000101,木原 加群,10,
+place,シティマカーブル,上条 当麻,木原 加群,
+シティマカーブル.fade,in,0.5,
+上条 当麻.fade,in,0.5,
+木原 加群.fade,in,0.5,
+シティマカーブル.facial,16,
+上条 当麻.facial,15,
+木原 加群.facial,10,
+focus,on,上条 当麻,
bgm,play,30010010,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,上条 当麻,,,
talk,3,木原 加群,,,
talk,4,木原 加群,,,
talk,5,シティマカーブル,,,
talk,6,上条 当麻,,,
talk,7,木原 加群,,,
talk,8,木原 加群,,,
talk,9,木原 加群,,,
talk,10,上条 当麻,,,
talk,11,木原 加群,,,
talk,12,木原 加群,,,
talk,13,上条 当麻,,,
talk,14,木原 加群,,,
talk,15,上条 当麻,,,
talk,16,木原 加群,,,
talk,17,木原 加群,,,
talk,18,木原 加群,,,
fade,in,0.5,#FF0000,0,
+se,play,300700000010,,,
talk,19,シティマカーブル,,,
+シティマカーブル.shake,"(0.5,0,0)","(2,0)",0.5,
se,play,300400000860,,,
talk,20,上条 当麻,,,
talk,21,木原 加群,,,
talk,22,木原 加群,,,
talk,23,木原 加群,,,
talk,24,上条 当麻,,,
se,play,300300000040,,,
talk,25,シティマカーブル,,,
+シティマカーブル.shake,"(0,-0.8,0)","(0,3)",0.5,
talk,26,上条 当麻,,,
talk,27,木原 加群,,,
talk,28,木原 加群,,,
talk,29,上条 当麻,,,
talk,30,上条 当麻,,,
talk,31,木原 加群,,,
talk,32,木原 加群,,,
talk,33,木原 加群,,,
talk,34,上条 当麻,,,
talk,35,上条 当麻,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
