#command,param1,param2,param3,param4,
#,
control,1,
stage,7001002,,,,
bgm,stop,
chara,30000201,五和,14,
chara,1000501,上条 当麻,21,
image,100011702,1,シーン01,,
シーン01.fade,in,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,五和,,,
+talk,show,1,
fade,out,1,#FFFFFF,0,
シーン01.fade,out,0.5,
talk,show,0,
上条 当麻.fade,in,0.5,
+五和.fade,in,0.5,
+place,上条 当麻,五和,
+focus,on,上条 当麻,
wait,0.5,
fade,in,1,#FFFFFF,0,
talk,2,上条 当麻,,,
+talk,show,1,
talk,3,上条 当麻,,,
talk,4,五和,,,
talk,5,上条 当麻,,,
talk,6,五和,,,
bgm,stop,
talk,7,上条 当麻,,,
talk,8,五和,,,
talk,9,上条 当麻,,,
bgm,play,30010009,,,
talk,10,五和,,,
talk,11,上条 当麻,,,
fade,out,1,#000000,0,
wait,0.5,
talk,show,0,
image,100011329,7,シーン90,
シーン90.fade,in,0.5,,,
+screen.effect,ef_com_00000_001_009_00,"(0,0)",1,0,
fade,in,1,#000000,0,
wait,1,
talk,12,上条 当麻,,,
+talk,show,1,
fade,out,1,#000000,0,
talk,show,0,,,
screen.effect,delete,
シーン90.fade,out,0.5,
focus,on,五和,
五和.facial,13,
wait,0.5,
fade,in,1,#000000,0,
talk,13,五和,,,
+talk,show,1,
talk,14,上条 当麻,,,
talk,15,五和,,,
talk,16,上条 当麻,,,
talk,17,五和,,,
talk,18,五和,,,
talk,19,上条 当麻,,,
talk,20,五和,,,
talk,21,上条 当麻,,,
talk,22,上条 当麻,,,
talk,23,五和,,,
talk,24,五和,,,
talk,25,五和,,,
talk,26,五和,,,
talk,27,五和,,,
talk,28,五和,,,
talk,29,五和,,,
bgm,play,30010001,,,
talk,30,上条 当麻,,,
talk,31,五和,,,
talk,32,上条 当麻,,,
talk,33,五和,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
