#command,param1,param2,param3,param4,
#,
control,1,
stage,16002002,,,,
bgm,stop,,,,
chara,25000901,神裂 火織,10,
chara,1000601,上条 当麻,10,
chara,43000501,レイヴィニア,10,
chara,2002201,インデックス,12,
+place,神裂 火織,インデックス,
+focus,on,神裂 火織,
bgm,play,30010022,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,神裂 火織,,,
+talk,show,1,
talk,2,神裂 火織,,,
talk,3,インデックス,,,
talk,4,インデックス,,,
se,play,300200000440,,,
talk,5,神裂 火織,,,
talk,show,0,
+インデックス.fade,out,0.5,
+神裂 火織.fade,out,0.5,
+上条 当麻.fade,out,0.5,
+レイヴィニア.fade,out,0.5,
place,神裂 火織,インデックス,上条 当麻,レイヴィニア,
+インデックス.fade,in,0.5,
+神裂 火織.fade,in,0.5,
+上条 当麻.fade,in,0.5,
+レイヴィニア.fade,in,0.5,
+focus,on,レイヴィニア,
wait,1,
+se,play,300200000480,,,
talk,6,レイヴィニア,,,
+talk,show,1,
talk,7,上条 当麻,,,
talk,8,インデックス,,,
talk,9,上条 当麻,,,
bgm,stop,,,,
talk,10,レイヴィニア,,,
bgm,play,30010005,,,
talk,11,神裂 火織,,,
talk,12,レイヴィニア,,,
talk,13,神裂 火織,,,
talk,14,レイヴィニアたち,,,
+focus,on,神裂 火織,レイヴィニア,
talk,15,インデックス,,,
talk,16,上条 当麻,,,
talk,17,レイヴィニア,,,
talk,18,レイヴィニア,,,
talk,19,神裂 火織,,,
talk,20,神裂 火織,,,
talk,21,レイヴィニア,,,
talk,22,神裂 火織,,,
talk,23,上条 当麻,,,
talk,24,神裂 火織,,,
bgm,stop,,,,
talk,25,インデックス,,,
bgm,play,30010022,,,
talk,26,インデックス,,,
talk,27,インデックス,,,
talk,28,神裂 火織,,,
talk,29,神裂 火織,,,
talk,30,神裂 火織,,,
talk,31,レイヴィニア,,,
talk,32,レイヴィニア,,,
talk,33,上条 当麻,,,
talk,34,インデックス,,,
talk,35,上条 当麻,,,
bgm,stop,,,,
talk,36,インデックス,,,
se,play,300200000440,,,
bgm,play,30010006,,,
talk,37,上条 当麻,,,
talk,38,インデックス,,,
talk,39,インデックス,,,
talk,40,上条 当麻,,,
talk,41,上条 当麻,,,
talk,42,インデックス,,,
talk,43,上条 当麻,,,
talk,44,神裂 火織,,,
talk,45,レイヴィニア,,,
talk,46,上条 当麻,,,
+se,play,300200000180,,,
+上条 当麻.shake,"(0.1,0)","(10,0)",1,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
