#command,param1,param2,param3,param4,
#,
control,1,
stage,7002001,,,,
bgm,stop,
chara,5000201,白井 黒子,10,
chara,10000201,食蜂 操祈,10,
+place,白井 黒子,食蜂 操祈,
+focus,on,白井 黒子,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
talk,1,白井 黒子,,,
+talk,show,1,
talk,2,食蜂 操祈,,,
talk,3,白井 黒子,,,
talk,4,食蜂 操祈,,,
talk,5,白井 黒子,,,
talk,6,白井 黒子,,,
talk,7,食蜂 操祈,,,
talk,8,白井 黒子,,,
talk,9,食蜂 操祈,,,
wait,0.5,
se,play,300200000340,,,
+白井 黒子.move,0,4,0.5,
+白井 黒子.fade,out,0.5,
+talk,show,0,
+focus,off,白井 黒子,食蜂 操祈,
wait,1.5,
talk,10,白井 黒子,,,
+talk,show,1,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
bgm,stop,
stage,7003001,,,,
白井 黒子.fade,in,0.5,
+白井 黒子.facial,14,
+食蜂 操祈.facial,11,
+place,白井 黒子,食蜂 操祈,
+focus,on,白井 黒子,
wait,1,
fade,in,1,#FFFFFF,0,
talk,11,白井 黒子,,,
+talk,show,1,
talk,12,食蜂 操祈,,,
talk,13,白井 黒子,,,
bgm,play,30010015,,,
talk,14,食蜂 操祈,,,
talk,15,白井 黒子,,,
talk,16,食蜂 操祈,,,
talk,17,白井 黒子,,,
talk,18,白井 黒子,,,
talk,19,白井 黒子,,,
talk,20,白井 黒子,,,
talk,21,食蜂 操祈,,,
talk,22,食蜂 操祈,,,
talk,23,食蜂 操祈,,,
talk,24,食蜂 操祈,,,
talk,25,食蜂 操祈,,,
bgm,play,30010001,,,
talk,26,白井 黒子,,,
+白井 黒子.shake,"(0.10,0)","(10,0)",1,
talk,27,食蜂 操祈,,,
talk,28,食蜂 操祈,,,
talk,29,食蜂 操祈,,,
talk,30,白井 黒子,,,
talk,31,白井 黒子,,,
+screen.effect,ef_com_00000_001_007_00,"(-150,0)",0,0,
wait,1,
screen.effect,delete,
talk,32,食蜂 操祈,,,
talk,33,食蜂 操祈,,,
talk,34,食蜂 操祈,,,
talk,35,白井 黒子,,,
talk,36,食蜂 操祈,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
bgm,stop,
stage,7001001,,,,
白井 黒子.facial,13,
食蜂 操祈.facial,16,
+食蜂 操祈.move,1,5,0.5,
+focus,off,白井 黒子,食蜂 操祈,
wait,1,
fade,in,1,#FFFFFF,0,
bgm,play,30010006,,,
se,play,300200000021,,,
+食蜂 操祈.move,5,1,2,
wait,2,
talk,37,食蜂 操祈,,,
+talk,show,1,
talk,38,白井 黒子,,,
talk,39,白井 黒子,,,
talk,40,食蜂 操祈,,,
talk,41,白井 黒子,,,
talk,42,白井 黒子,,,
talk,43,白井 黒子,,,
talk,44,食蜂 操祈,,,
talk,45,白井 黒子,,,
talk,46,食蜂 操祈,,,
talk,47,白井 黒子,,,
talk,48,白井 黒子,,,
talk,49,食蜂 操祈,,,
talk,50,白井 黒子,,,
talk,51,白井 黒子,,,
talk,52,白井 黒子,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
