#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,5001001,,,,,
bgm,stop,,,,,
chara,201000201,牧上 小牧,14,
chara,93000201,帆風 潤子,15,
chara,241000101,サーティーンデス,12,
+place,サーティーンデス,
+focus,on,サーティーンデス,
se,play,300700000010,,,,
wait,1,
se,play,300700000020,,,,
wait,1,
se,play,300700000010,,,,
wait,1,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,サーティーンデス,,,,
+talk,show,1,
talk,2,サーティーンデス,,,,
talk,3,サーティーンデス,,,,
talk,4,サーティーンデス,,,,
wait,1,
サーティーンデス.fade,out,0.5,
+talk,show,0,
wait,1,
bgm,stop,,,,,
se,play,300200000240,,,,
+帆風 潤子.fade,in,0.5,
+サーティーンデス.fade,in,0.5,
+牧上 小牧.fade,in,0.5,
+place,帆風 潤子,サーティーンデス,牧上 小牧,
+focus,off,帆風 潤子,サーティーンデス,牧上 小牧,
wait,2,
talk,5,帆風 潤子,,,,
+talk,show,1,
bgm,play,30010008,,,,
talk,6,帆風 潤子,,,,
talk,7,サーティーンデス,,,,
talk,8,牧上 小牧,,,,
talk,9,牧上 小牧,,,,
talk,10,帆風 潤子,,,,
talk,11,帆風 潤子,,,,
talk,12,帆風 潤子,,,,
talk,13,帆風 潤子,,,,
talk,14,牧上 小牧,,,,
+牧上 小牧.shake,"(0.10,0)","(10,0)",1,
talk,15,サーティーンデス,,,,
talk,16,サーティーンデス,,,,
talk,17,牧上 小牧,,,,
talk,18,帆風 潤子,,,,
talk,19,帆風 潤子,,,,
talk,20,サーティーンデス,,,,
talk,21,帆風 潤子,,,,
talk,22,サーティーンデス,,,,
talk,23,サーティーンデス,,,,
talk,24,サーティーンデス,,,,
talk,25,サーティーンデス,,,,
talk,26,帆風 潤子,,,,
talk,27,牧上 小牧,,,,
talk,28,サーティーンデス,,,,
talk,29,サーティーンデス,,,,
bgm,stop,,,,,
talk,30,サーティーンデス,,,,
bgm,play,30010001,,,,
talk,31,サーティーンデス,,,,
talk,32,サーティーンデス,,,,
talk,33,牧上 小牧,,,,
talk,34,帆風 潤子,,,,
talk,35,牧上 小牧,,,,
talk,36,サーティーンデス,,,,
talk,37,サーティーンデス,,,,
talk,38,牧上 小牧,,,,
talk,39,牧上 小牧,,,,
talk,40,サーティーンデス,,,,
talk,41,サーティーンデス,,,,
talk,42,サーティーンデス,,,,
talk,43,サーティーンデス,,,,
talk,44,牧上 小牧,,,,
talk,45,帆風 潤子,,,,
talk,46,サーティーンデス,,,,
talk,47,サーティーンデス,,,,
talk,48,牧上 小牧,,,,
talk,49,サーティーンデス,,,,
talk,50,帆風 潤子,,,,
talk,51,帆風 潤子,,,,
talk,52,牧上たち,,,,
+focus,on,サーティーンデス,牧上 小牧,
+サーティーンデス.facial,23,
+牧上 小牧.facial,21,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
