#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,37000101,佐天 涙子,10,,
chara,36000101,初春 飾利,10,,
chara,5000101,白井 黒子,10,,
talk,start,,,,
+talk,show,0,,,
place,佐天 涙子,初春 飾利,白井 黒子,,
+佐天 涙子.fade,out,0.1,,,
+初春 飾利.fade,out,0.1,,,
+白井 黒子.fade,out,0.1,,,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010003,1,,
# 会話開始,
talk,1,佐天 涙子,,,
+talk,show,1,
+佐天 涙子.fade,in,0.5,
talk,2,初春 飾利,,,
+初春 飾利.fade,in,0.5,
talk,3,白井 黒子,,,
+白井 黒子.fade,in,0.5,
talk,4,初春 飾利,,,
talk,5,白井 黒子,,,
talk,6,初春 飾利,,,
talk,7,佐天 涙子,,,
bgm,play,30010006,1,,
talk,8,白井 黒子,,,
talk,9,佐天 涙子,,,
talk,10,白井 黒子,,,
talk,11,初春 飾利,,,
talk,12,白井 黒子,,,
talk,13,佐天 涙子,,,
talk,14,白井 黒子,,,
talk,15,佐天 涙子,,,
talk,16,初春 飾利,,,
talk,17,白井 黒子,,,
talk,18,初春 飾利,,,
talk,19,白井 黒子,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































