#command,param1,param2,param3,param4,
#,
control,1,
stage,1003001,,,,
image,999999999,0,シーン00,
bgm,stop,,,,
chara,1000201,上条 当麻,10,
chara,2000101,インデックス,10,
chara,45000702,オティヌス,10,
+上条 当麻.fade,out,0.1,
+インデックス.fade,out,0.1,
+オティヌス.fade,out,0.1,
シーン00.fade,in,0.1,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,インデックス,,,
+talk,show,1,
talk,2,上条 当麻,,,
talk,3,インデックス,,,
talk,4,上条 当麻,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
シーン00.fade,out,0.1,
+上条 当麻.fade,in,0.1,
+インデックス.fade,in,0.1,
+オティヌス.fade,in,0.1,
+place,オティヌス,上条 当麻,インデックス,
+focus,on,インデックス,
wait,1,
fade,in,1,#FFFFFF,0,
bgm,play,30010001,,,
talk,5,インデックス,,,
+talk,show,1,
talk,6,上条 当麻,,,
talk,7,インデックス,,,
talk,8,オティヌス,,,
talk,9,オティヌス,,,
talk,10,上条 当麻,,,
talk,11,インデックス,,,
talk,12,オティヌス,,,
talk,13,インデックス,,,
talk,14,上条 当麻,,,
talk,15,インデックス,,,
talk,16,上条 当麻,,,
talk,17,上条 当麻,,,
talk,18,オティヌス,,,
talk,19,インデックス,,,
talk,20,オティヌス,,,
talk,21,上条 当麻,,,
bgm,play,30010002,,,
talk,22,オティヌス,,,
talk,23,オティヌス,,,
talk,24,インデックス,,,
talk,25,上条 当麻,,,
talk,26,インデックス,,,
talk,27,インデックス,,,
talk,28,オティヌス,,,
talk,29,上条 当麻,,,
talk,30,上条 当麻,,,
talk,31,インデックス,,,
talk,32,上条 当麻,,,
talk,33,上条 当麻,,,
talk,34,インデックス,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
