#command,param1,param2,param3,param4,
#,
print,とある高校 Chapter8,
control,1,
bgm,stop,
stage,2002001,,,,
bgm,play,30010004,1,,
chara,1000101,上条 当麻,10,
chara,23000101,姫神 秋沙,10,
chara,8000101,吹寄 制理,13,
place,姫神 秋沙,上条 当麻,吹寄 制理,
+上条 当麻.fade,out,0.1,
+姫神 秋沙.fade,out,0.1,
+吹寄 制理.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
吹寄 制理.fade,in,0.5,
+talk,1,吹寄 制理,,,
+talk,show,1,
姫神 秋沙.fade,in,0.5,
+talk,2,姫神 秋沙,,,
talk,3,吹寄 制理,,,
talk,4,吹寄 制理,,,
上条 当麻.fade,in,0.5,
+talk,5,上条 当麻,,,
上条 当麻.fade,out,0.5,
talk,6,姫神 秋沙,,,
talk,7,吹寄 制理,,,
talk,8,吹寄 制理,,,
bgm,play,30010006,1,,
talk,9,姫神 秋沙,,,
talk,10,吹寄 制理,,,
talk,11,姫神 秋沙,,,
talk,12,姫神 秋沙,,,
talk,13,吹寄 制理,,,
talk,14,姫神 秋沙,,,
talk,15,姫神 秋沙,,,
talk,16,吹寄 制理,,,
talk,17,姫神 秋沙,,,
fade,out,1.5,#FFFFFF,0,
talk,clear,
+上条 当麻.fade,out,0.1,
+姫神 秋沙.fade,out,0.1,
+吹寄 制理.fade,out,0.1,
wait,0.5,
stage,2003001,,,,
bgm,play,30010002,1,,
fade,in,1.5,#FFFFFF,0,
吹寄 制理.fade,in,0.5,
+talk,18,吹寄 制理,,,
上条 当麻.fade,in,0.5,
+talk,19,上条 当麻,,,
talk,20,吹寄 制理,,,
talk,21,上条 当麻,,,
姫神 秋沙.fade,in,0.5,
+talk,22,姫神 秋沙,,,
talk,23,姫神 秋沙,,,
talk,24,上条 当麻,,,
talk,25,姫神 秋沙,,,
talk,26,上条 当麻,,,
talk,27,吹寄 制理,,,
talk,28,上条 当麻,,,
talk,29,吹寄 制理,,,
talk,30,吹寄 制理,,,
talk,31,上条 当麻,,,
talk,32,姫神 秋沙,,,
talk,33,上条 当麻,,,
talk,34,姫神 秋沙,,,
talk,35,上条 当麻,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








