#command,param1,param2,param3,param4,
#,
stage,7015003,,,,
control,1,
bgm,stop,
chara,76000101,心理定規,14,
chara,42000101,垣根 帝督,10,
place,垣根 帝督,心理定規,
+focus,on,心理定規,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
bgm,play,30010002,,,
wait,0.5,
talk,1,心理定規,,,
+talk,show,
talk,2,垣根 帝督,,,
talk,3,心理定規,,,
talk,4,心理定規,,,
talk,5,垣根 帝督,,,
focus,off,垣根 帝督,心理定規,
se,play,0300100000380,,,
wait,3,
talk,6,垣根 帝督,,,
talk,7,心理定規,,,
talk,8,心理定規,,,
talk,9,垣根 帝督,,,
talk,10,垣根 帝督,,,
talk,11,心理定規,,,
talk,12,垣根 帝督,,,
talk,13,垣根 帝督,,,
talk,14,心理定規,,,
talk,15,垣根 帝督,,,
talk,16,心理定規,,,
talk,17,心理定規,,,
talk,18,心理定規,,,
talk,19,心理定規,,,
talk,20,垣根 帝督,,,
talk,21,心理定規,,,
talk,22,心理定規,,,
talk,23,心理定規,,,
talk,24,心理定規,,,
talk,25,垣根 帝督,,,
talk,26,垣根 帝督,,,
talk,27,心理定規,,,
talk,28,心理定規,,,
talk,29,心理定規,,,
talk,30,心理定規,,,
talk,31,垣根 帝督,,,
talk,32,垣根 帝督,,,
talk,33,心理定規,,,
bgm,play,30010007,,,
talk,34,垣根 帝督,,,
talk,35,心理定規,,,
talk,36,心理定規,,,
talk,37,垣根 帝督,,,
talk,38,垣根 帝督,,,
talk,39,心理定規,,,
talk,40,垣根 帝督,,,
talk,41,心理定規,,,
talk,42,垣根 帝督,,,
talk,43,垣根 帝督,,,
talk,44,心理定規,,,
talk,45,心理定規,,,
talk,46,心理定規,,,
wait,1,
se,play,0300200000022,,,
+心理定規.move,1,5,1,
+心理定規.fade,out,0.5,
wait,1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
