#command,param1,param2,param3,param4,
#,
control,1,
stage,7002003,,,,
bgm,stop,,,,
chara,1000801,上条 当麻,10,
chara,10001801,食蜂 操祈,21,
+place,食蜂 操祈,上条 当麻,
+focus,on,上条 当麻,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,食蜂 操祈,,,
talk,3,食蜂 操祈,,,
talk,4,上条 当麻,,,
talk,5,上条 当麻,,,
talk,6,食蜂 操祈,,,
talk,7,上条 当麻,,,
talk,8,上条 当麻,,,
talk,9,食蜂 操祈,,,
talk,10,食蜂 操祈,,,
talk,11,上条 当麻,,,
talk,12,食蜂 操祈,,,
talk,13,上条 当麻,,,
talk,14,食蜂 操祈,,,
bgm,stop,,,,
talk,15,上条 当麻,,,
bgm,play,30010022,,,
talk,16,食蜂 操祈,,,
talk,17,上条 当麻,,,
talk,18,食蜂 操祈,,,
talk,19,上条 当麻,,,
talk,20,食蜂 操祈,,,
talk,21,上条 当麻,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+上条 当麻.move,1,5,1,
+上条 当麻.facial,12,
+食蜂 操祈.facial,22,
+focus,off,食蜂 操祈,
wait,1,
fade,in,1,#FFFFFF,0,
se,play,300200000021,,,
+上条 当麻.move,5,1,1,
+上条 当麻.fade,in,0.5,
+talk,show,0,
wait,1.5,
talk,22,上条 当麻,,,
+talk,show,1,
talk,23,食蜂 操祈,,,
talk,24,食蜂 操祈,,,
+se,play,300300000220,,,
wait,1,
talk,25,食蜂 操祈,,,
talk,26,食蜂 操祈,,,
talk,27,上条 当麻,,,
talk,28,食蜂 操祈,,,
talk,29,上条 当麻,,,
talk,30,食蜂 操祈,,,
talk,31,上条 当麻,,,
talk,32,食蜂 操祈,,,
talk,33,食蜂 操祈,,,
talk,34,上条 当麻,,,
talk,35,食蜂 操祈,,,
talk,36,食蜂 操祈,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
