#command,param1,param2,param3,param4,
#,
print,インデックス チャプター07,
control,1,
bgm,stop,
stage,001003004,,,,
bgm,play,030010004,,,
chara,47000101,カエル顔の医者,10,
chara,39000101,土御門舞夏,10,
chara,2000101,インデックス,15,
chara,1000101,上条当麻,20,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
talk,1,インデックス,,,
+talk,show,1,
+インデックス.fade,in,0.5,
+place,インデックス,空白,
talk,2,インデックス,,,
talk,3,インデックス,,,
talk,4,インデックス,,,
talk,5,インデックス,,,
se,play,0300100000240,,,
talk,6,インデックス,,,
talk,7,土御門舞夏,,,
bgm,stop,
talk,8,インデックス,,,
+土御門舞夏.fade,in,0.5,
+se,play,0300400000010,,,
+place,インデックス,土御門舞夏,
bgm,play,030010015,,,
talk,9,土御門舞夏,,,
talk,10,インデックス,,,
talk,11,土御門舞夏,,,
talk,12,インデックス,,,
talk,13,土御門舞夏,,,
talk,14,インデックス,,,
talk,15,インデックス,,,
インデックス.move,4,1.0,
+インデックス.fade,out,1.0,,,
+se,play,0300200000092,,,
fade,out,1.5,#000000,0,
stage,8002003,,,,
+talk,show,0,
+土御門舞夏.fade,out,0.1,
wait,0.5,
fade,in,1.5,#000000,0,
se,play,0300400000100,,,
talk,16,インデックス,,,
+talk,show,1,
+インデックス.fade,in,0.5,
+place,インデックス,空白,空白,
talk,17,カエル顔の医者,,,
+カエル顔の医者.fade,in,0.5,
+place,インデックス,カエル顔の医者,空白,
talk,18,インデックス,,,
talk,19,カエル顔の医者,,,
talk,20,インデックス,,,
talk,21,カエル顔の医者,,,
talk,22,カエル顔の医者,,,
talk,23,上条当麻,,,
+上条当麻.fade,in,0.5,
+place,インデックス,カエル顔の医者,上条当麻,
talk,24,インデックス,,,
talk,25,インデックス,,,
talk,26,上条当麻,,,
talk,27,インデックス,,,
talk,28,カエル顔の医者,,,
talk,29,インデックス,,,
talk,30,カエル顔の医者,,,
talk,31,インデックス,,,
talk,32,カエル顔の医者,,,
se,play,0300400000100,,,
カエル顔の医者.fade,out,1.0,,,
talk,33,上条当麻,,,
talk,34,インデックス,,,
talk,35,インデックス,,,
talk,36,インデックス,,,
talk,37,インデックス,,,
talk,38,インデックス,,,
fade,out,1.5,#000000,0,
bgm,play,030010002,,,
stage,8002001,,,,
インデックス.fade,out,0.1,
+上条当麻.fade,out,0.1,
+talk,show,0,
wait,0.5,
fade,in,1.5,#000000,0,
talk,39,上条当麻,,,
+talk,show,1,
+上条当麻.fade,in,0.5,
+place,空白,空白,上条当麻,
talk,40,インデックス,,,
+インデックス.fade,in,0.5,
+place,空白,インデックス,上条当麻,
talk,41,上条当麻,,,
talk,42,インデックス,,,
talk,43,上条当麻,,,
bgm,play,030010022,,,
talk,44,上条当麻,,,
talk,45,インデックス,,,
talk,46,上条当麻,,,
talk,47,上条当麻,,,
talk,48,インデックス,,,
talk,49,上条当麻,,,
talk,50,インデックス,,,
talk,51,上条当麻,,,
talk,52,インデックス,,,
talk,53,上条当麻,,,
talk,54,上条当麻,,,
talk,55,カエル顔の医者,,,
+カエル顔の医者.fade,in,0.5,
+place,カエル顔の医者,インデックス,上条当麻,
talk,56,上条当麻,,,
talk,57,インデックス,,,
talk,58,インデックス,,,
talk,59,インデックス,,,
talk,60,カエル顔の医者,,,
talk,61,上条当麻,,,
talk,62,上条当麻,,,
talk,63,上条当麻,,,
talk,64,インデックス,,,
talk,65,上条当麻,,,
talk,66,インデックス,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








