#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,37000101,佐天 涙子,10,,
chara,36000101,初春 飾利,10,,
chara,4000102,御坂 美琴,10,,
talk,start,,,,
+talk,show,0,,,
place,佐天 涙子,初春 飾利,御坂 美琴,,
+佐天 涙子.fade,out,0.1,,,
+初春 飾利.fade,out,0.1,,,
+御坂 美琴.fade,out,0.1,,,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,030010006,,,
# 会話開始,
talk,1,佐天 涙子,,,
+talk,show,1,,,
+佐天 涙子.fade,in,0.5,,,
talk,2,御坂 美琴,,,
+御坂 美琴.fade,in,0.5,,,
talk,3,初春 飾利,,,
+初春 飾利.fade,in,0.5,,,
talk,4,佐天 涙子,,,
talk,5,御坂 美琴,,,
talk,6,佐天 涙子,,,
talk,7,御坂 美琴,,,
talk,8,佐天 涙子,,,
talk,9,御坂 美琴,,,
talk,10,佐天 涙子,,,
talk,11,御坂 美琴,,,
talk,12,佐天 涙子,,,
talk,13,御坂 美琴,,,
talk,14,佐天 涙子,,,
talk,15,御坂 美琴,,,
talk,16,初春 飾利,,,
talk,17,初春 飾利,,,
talk,18,佐天 涙子,,,
talk,19,御坂 美琴,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































