#command,param1,param2,param3,param4,
#,
control,1,
stage,31001003,,,,
bgm,stop,
chara,42001301,垣根 帝督,10,
chara,76001001,心理定規,14,
+place,垣根 帝督,心理定規,
+focus,on,垣根 帝督,
bgm,play,30010008,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,1,
talk,1,垣根 帝督,,,
+talk,show,1,
talk,2,心理定規,,,
talk,3,心理定規,,,
talk,4,心理定規,,,
talk,5,垣根 帝督,,,
talk,6,心理定規,,,
talk,7,心理定規,,,
talk,8,垣根 帝督,,,
talk,9,垣根 帝督,,,
talk,10,心理定規,,,
talk,11,心理定規,,,
talk,12,垣根 帝督,,,
se,play,300100000020,,,
+focus,off,心理定規,垣根 帝督,
wait,1.5,
talk,13,垣根 帝督,,,
talk,14,誉望 万化,,,
talk,15,誉望 万化,,,
talk,16,垣根 帝督,,,
talk,17,弓箭 猟虎,,,
talk,18,垣根 帝督,,,
talk,19,誉望 万化,,,
talk,20,弓箭 猟虎,,,
se,play,300100000030,,,
+focus,off,心理定規,垣根 帝督,
wait,1.5,
talk,21,心理定規,,,
talk,22,垣根 帝督,,,
talk,23,垣根 帝督,,,
talk,24,心理定規,,,
talk,25,垣根 帝督,,,
talk,26,心理定規,,,
talk,27,垣根 帝督,,,
talk,28,心理定規,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
