#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020904,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010002,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,初春 飾利,,,
+talk,show,1,
talk,2,御坂 美琴,,,
talk,3,白井 黒子,,,
#,#,,,,
image,100020904,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,4,固法 美偉,,,
#,#,,,,
talk,5,御坂 美琴,,,
talk,6,御坂 美琴,,,
#,#,,,,
talk,7,御坂 美琴,,,
talk,8,初春 飾利,,,
#,#,,,,
talk,9,佐天 涙子,,,
talk,10,御坂 美琴,,,
talk,11,白井 黒子,,,
#,#,,,,
bgm,stop,,,,
image,100020904,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
bgm,play,30010012,,,
wait,1,
talk,12,御坂 美琴,,,
#,#,,,,
talk,13,佐天 涙子,,,
#,#,,,,
talk,14,固法 美偉,,,
#,#,,,,
bgm,stop,,,,
image,100020904,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
bgm,play,30010020,,,
wait,1,
talk,15,佐天 涙子,,,
talk,16,初春 飾利,,,
#,#,,,,
talk,17,初春 飾利,,,
#,#,,,,
talk,18,佐天 涙子,,,
talk,19,フェブリ,,,
talk,20,佐天 涙子,,,
#,#,,,,
se,play,300400000010,,,
bgm,stop,,,,
image,100020904,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
bgm,play,30010003,,,
wait,1,
talk,21,婚后 光子,,,
#,#,,,,
talk,22,婚后 光子,,,
#,#,,,,
talk,23,初春 飾利,,,
#,#,,,,
talk,24,婚后 光子,,,
talk,25,湾内 絹保,,,
talk,26,泡浮 万彬,,,
#,#,,,,
talk,27,婚后 光子,,,
#,#,,,,
talk,28,婚后 光子,,,
talk,29,フェブリ,,,
#,#,,,,
image,100020904,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
wait,1,
talk,30,湾内 絹保,,,
#,#,,,,
talk,31,泡浮 万彬,,,
talk,32,佐天 涙子,,,
#,#,,,,
talk,33,佐天 涙子,,,
#,#,,,,
image,100020904,7,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,34,初春 飾利,,,
#,#,,,,
talk,35,固法 美偉,,,
talk,36,フェブリ,,,
talk,37,湾内 絹保,,,
#,#,,,,
image,100020904,8,シーン08,
シーン08.fade,in,0.5,
シーン07.fade,out,0.1,
wait,1,
talk,38,フェブリ,,,
#,#,,,,
talk,39,婚后 光子,,,
#,#,,,,
image,100020904,9,シーン09,
シーン09.fade,in,0.5,
シーン08.fade,out,0.1,
wait,1,
talk,40,フェブリ,,,
talk,41,佐天 涙子,,,
se,play,300200000420,,,
#,#,,,,
talk,42,佐天 涙子,,,
#,#,,,,
bgm,stop,,,,
image,100020904,10,シーン10,
シーン10.fade,in,0.5,
シーン09.fade,out,0.1,
bgm,play,30010012,,,
wait,1,
talk,43,佐天 涙子,,,
talk,44,フェブリ,,,
#,#,,,,
talk,45,佐天 涙子,,,
talk,46,白井 黒子,,,
talk,47,御坂 美琴,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
