#command,param1,param2,param3,param4,
#,
print,とある魔術の禁書目録7巻チャプター03,
control,1,
+stage,17003002,,,,
bgm,stop,,,,
chara,24000101,ステイル,10,
chara,2000101,インデックス,20,
place,ステイル,インデックス,
+focus,on,ステイル,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
bgm,play,30010011,,,
wait,1,
talk,1,ステイル,,,
+talk,show,1,,,
talk,2,インデックス,,,
talk,3,ステイル,,,
talk,4,インデックス,,,
talk,5,ステイル,,,
talk,6,ステイル,,,
talk,7,インデックス,,,
talk,8,ステイル,,,
talk,9,ステイル,,,
talk,10,ステイル,,,
talk,11,ステイル,,,
talk,12,インデックス,,,
talk,13,ステイル,,,
talk,14,インデックス,,,
talk,15,ステイル,,,
talk,show,0,
se,play,0300200000051,,,
image,100010703,4,シーン04,,
シーン04.fade,in,0.5,
wait,2,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],




