#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,7004003,,,,,
bgm,stop,,,,,
chara,24000101,ステイル,10,
chara,220000101,平和島 静雄,12,
chara,25000201,神裂 火織,10,
chara,224000101,岸谷 新羅,12,
chara,219000101,セルティ,10,
chara,222000101,園原 杏里,23,
+place,ステイル,セルティ,平和島 静雄,神裂 火織,神裂 火織,
+focus,on,セルティ,
fade,in,1,#000000,0,0,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010009,,,,
talk,1,セルティ,,,,
+talk,show,1,
talk,2,ステイル,,,,
talk,3,ステイル,,,,
talk,4,セルティ,,,,
talk,5,平和島 静雄,,,,
talk,6,セルティ,,,,
talk,7,ステイル,,,,
talk,8,平和島 静雄,,,,
talk,9,セルティ,,,,
talk,10,セルティ,,,,
talk,11,セルティ,,,,
talk,12,平和島 静雄,,,,
talk,13,神裂 火織,,,,
talk,14,ステイル,,,,
talk,15,神裂 火織,,,,
talk,16,神裂 火織,,,,
talk,17,平和島 静雄,,,,
talk,18,セルティ,,,,
talk,19,神裂 火織,,,,
talk,20,神裂 火織,,,,
talk,21,平和島 静雄,,,,
talk,22,ステイル,,,,
talk,23,平和島 静雄,,,,
talk,24,平和島 静雄,,,,
talk,25,ステイル,,,,
talk,26,平和島 静雄,,,,
talk,27,ステイル,,,,
talk,28,平和島 静雄,,,,
talk,29,神裂 火織,,,,
talk,30,神裂 火織,,,,
talk,31,神裂 火織,,,,
talk,32,セルティ,,,,
talk,33,神裂 火織,,,,
talk,34,ステイル,,,,
talk,35,セルティ,,,,
talk,36,神裂 火織,,,,
talk,37,神裂 火織,,,,
talk,38,ステイル,,,,
talk,39,ステイル,,,,
talk,40,神裂 火織,,,,
talk,41,神裂 火織,,,,
talk,42,平和島 静雄,,,,
wait,0.5,
bgm,stop,
平和島 静雄.fade,out,0.5,
talk,43,園原 杏里,,,,
+se,play,300200000480,,,,
+園原 杏里.fade,in,0.5,
+place,ステイル,セルティ,園原 杏里,神裂 火織,
bgm,play,30010008,,,,
talk,44,セルティ,,,,
talk,45,園原 杏里,,,,
talk,46,園原 杏里,,,,
talk,47,園原 杏里,,,,
talk,48,ステイル,,,,
talk,49,園原 杏里,,,,
se,play,300400000520,,,,
+focus,off,ステイル,セルティ,園原 杏里,神裂 火織,
wait,2,
talk,50,神裂 火織,,,,
talk,51,園原 杏里,,,,
talk,52,園原 杏里,,,,
talk,53,ステイル,,,,
talk,54,園原 杏里,,,,
se,play,300200000102,,,,
+園原 杏里.move,2,5,0.5,
+園原 杏里.fade,out,0.5,
wait,2,
talk,55,セルティ,,,,
talk,56,岸谷 新羅,,,,
+se,play,300200000480,,,,
+岸谷 新羅.fade,in,0.5,
+place,ステイル,セルティ,岸谷 新羅,神裂 火織,
talk,57,セルティ,,,,
talk,58,岸谷 新羅,,,,
talk,59,岸谷 新羅,,,,
神裂 火織.fade,out,0.5,
talk,60,平和島 静雄,,,,
+平和島 静雄.fade,in,0.5,
+place,ステイル,セルティ,岸谷 新羅,平和島 静雄,
talk,61,ステイル,,,,
talk,62,ステイル,,,,
平和島 静雄.fade,out,0.5,
talk,63,神裂 火織,,,,
+神裂 火織.fade,in,0.5,
+place,ステイル,セルティ,岸谷 新羅,神裂 火織,
talk,64,神裂 火織,,,,
talk,65,ステイル,,,,
talk,66,ステイル,,,,
talk,67,セルティ,,,,
神裂 火織.fade,out,0.5,
talk,68,平和島 静雄,,,,
+平和島 静雄.fade,in,0.5,
+place,ステイル,セルティ,岸谷 新羅,平和島 静雄,
talk,69,セルティ,,,,
talk,70,岸谷 新羅,,,,
talk,71,岸谷 新羅,,,,
talk,72,セルティ,,,,
talk,73,平和島 静雄,,,,
wait,2,
fade,out,1,#FFFFFF,0,0,
screen.effect,stop,
bgm,stop,
wait,1,
[END],
