#command,param1,param2,param3,param4,
#,
stage,17002001,,,,
control,1,
bgm,stop,
chara,37000401,佐天 涙子,12,
chara,36000401,初春 飾利,15,
chara,5000401,白井 黒子,10,
chara,4000401,御坂 美琴,10,
place,御坂 美琴,白井 黒子,初春 飾利,佐天 涙子,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+focus,on,佐天 涙子,
bgm,play,30010003,,,
wait,0.5,
talk,1,佐天 涙子,,,
+talk,show,1,
se,play,300300000341,,,
talk,2,佐天 涙子,,,
talk,3,初春 飾利,,,
talk,4,白井 黒子,,,
talk,5,御坂 美琴,,,
talk,6,初春 飾利,,,
talk,7,御坂 美琴,,,
talk,8,佐天 涙子,,,
talk,9,佐天 涙子,,,
talk,10,白井 黒子,,,
talk,11,初春 飾利,,,
talk,12,御坂 美琴,,,
+se,play,300400000400,,,
talk,13,初春 飾利,,,
+初春 飾利.shake,"(0.10,0)","(10,0)",1,
+se,play,300400000400,,,
talk,14,佐天 涙子,,,
+se,play,300400000400,,,
talk,15,初春 飾利,,,
talk,16,佐天 涙子,,,
+se,play,300300000341,,,
talk,17,初春 飾利,,,
+初春 飾利.shake,"(0.10,0)","(10,0)",1,
talk,18,初春 飾利,,,
talk,19,佐天 涙子,,,
talk,20,御坂 美琴,,,
bgm,play,30010006,,,
talk,21,白井 黒子,,,
talk,22,御坂 美琴,,,
talk,23,白井 黒子,,,
talk,24,白井 黒子,,,
+se,play,300400000400,,,
talk,25,御坂 美琴,,,
bgm,play,30010005,,,
talk,26,白井 黒子,,,
+screen.effect,ef_com_00000_001_007_00,"(0,0)",1,0,
talk,27,御坂 美琴,,,
+御坂 美琴.shake,"(0.10,0)","(10,0)",1,
talk,28,白井 黒子,,,
talk,29,白井 黒子,,,
talk,30,御坂 美琴,,,
talk,31,白井 黒子,,,
+白井 黒子.shake,"(0.10,0)","(10,0)",1,
+se,play,300700000010,,,
talk,32,御坂 美琴,,,
talk,33,佐天たち,,,
+focus,on,白井 黒子,佐天 涙子,
+白井 黒子.facial,14,
+佐天 涙子.facial,14,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
