#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020907,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010020,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
#,#,,,,
talk,2,初春 飾利,,,
#,#,,,,
talk,3,白井 黒子,,,
talk,4,初春 飾利,,,
talk,5,御坂 美琴,,,
#,#,,,,
image,100020907,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,6,初春 飾利,,,
#,#,,,,
talk,7,初春 飾利,,,
talk,8,白井 黒子,,,
talk,9,佐天 涙子,,,
#,#,,,,
image,100020907,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,10,白井 黒子,,,
#,#,,,,
talk,11,白井 黒子,,,
#,#,,,,
talk,12,御坂 美琴,,,
#,#,,,,
#,#,,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
talk,show,0,
image,100020907,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
bgm,stop,,,,
wait,1,
+se,play,300100000550,,,
bgm,play,30010009,,,
fade,in,1,#FFFFFF,0,
wait,1,
talk,13,有冨 春樹,,,
+talk,show,1,
talk,14,小佐古 俊一,,,
talk,15,関村 弘忠,,,
talk,16,小佐古 俊一,,,
#,#,,,,
talk,17,有冨 春樹,,,
talk,18,桜井 純,,,
#,#,,,,
talk,19,小佐古 俊一,,,
talk,20,斑目 健治,,,
#,#,,,,
talk,21,斑目 健治,,,
#,#,,,,
image,100020907,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,22,布束 砥信,,,
talk,23,斑目 健治,,,
talk,24,関村 弘忠,,,
#,#,,,,
talk,25,布束 砥信,,,
talk,26,布束 砥信,,,
image,100020907,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
+se,play,300200000022,,,
wait,1,
#,#,,,,
talk,27,有冨 春樹,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
