#command,param1,param2,param3,param4,
#,ピクニックの朝に,
control,1,
chara,1000101,上条 当麻,
chara,2000101,インデックス,
talk,start,
+talk,show,0,
stage,1001001,
+fade,in,1.0,#000000,0,
+bgm,play,030010003,,,
talk,1,インデックス,,,
+talk,show,1,
+インデックス.fade,in,0.5,
+place,インデックス,空白,
talk,2,上条 当麻,,,
+上条 当麻.fade,in,0.5,
+place,インデックス,上条 当麻,
talk,3,インデックス,,,
talk,4,上条 当麻,,,
talk,5,インデックス,,,
talk,6,上条 当麻,,,
talk,7,インデックス,,,
talk,8,上条 当麻,,,
talk,9,インデックス,,,
talk,10,上条 当麻,,,
talk,11,インデックス,,,
+インデックス.shake,"(0,0.5,0)","(0,3)",1,
talk,12,上条 当麻,,,
talk,13,インデックス,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
