#command,param1,param2,param3,param4,
#,
control,1,
stage,7001003,,,,
bgm,stop,,,,
chara,4000101,御坂 美琴,20,
chara,21000105,ミサカ,10,
+place,ミサカ,御坂 美琴,
+focus,on,御坂 美琴,
bgm,play,30010004,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,,,,,
#,,,,,
talk,1,御坂 美琴,,,
+talk,show,1,
talk,2,ミサカ,,,
#,,,,,
talk,3,御坂 美琴,,,
talk,4,ミサカ,,,
#,,,,,
talk,5,御坂 美琴,,,
#,,,,,
talk,6,ミサカ,,,
#,,,,,
talk,7,御坂 美琴,,,
#,,,,,
talk,8,御坂 美琴,,,
#,,,,,
se,play,300400000730,,,
wait,0.5,
talk,9,御坂 美琴,,,
talk,10,ミサカ,,,
#,,,,,
talk,11,御坂 美琴,,,
#,,,,,
talk,12,ミサカ,,,
image,100020607,1,シーン01,
シーン01.fade,in,0.5,
wait,1,
talk,13,御坂 美琴,,,
#,,,,,
talk,14,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
image,100020607,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
bgm,play,30010006,,,
wait,1,
talk,15,ミサカ,,,
talk,16,御坂 美琴,,,
#,,,,,
talk,17,御坂 美琴,,,
#,,,,,
se,play,300200000330,,,
wait,0.5,
talk,18,御坂 美琴,,,
#,,,,,
image,100020607,3,シーン03,
se,play,300400000510,,,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
se,play,300200000330,,,
wait,1,
talk,19,御坂 美琴,,,
talk,20,ミサカ,,,
#,,,,,
talk,21,ミサカ,,,
talk,22,御坂 美琴,,,
#,,,,,
bgm,stop,,,,
talk,23,ミサカ,,,
#,,,,,
wait,0.5,
fade,out,1,#FFFFFF,0,
シーン03.fade,out,0.1,
+talk,show,0,
bgm,play,30010004,,,
wait,1,
fade,in,1,#FFFFFF,0,
talk,24,ミサカ,,,
+talk,show,1,
#,,,,,
talk,25,ミサカ,,,
talk,26,御坂 美琴,,,
#,,,,,
talk,27,御坂 美琴,,,
#,,,,,
talk,28,御坂 美琴,,,
#,,,,,
talk,29,御坂 美琴,,,
#,,,,,
image,100020607,4,シーン04,
シーン04.fade,in,0.5,
wait,1,
se,play,300200000022,,,
talk,30,御坂 美琴,,,
#,,,,,
talk,31,御坂 美琴,,,
talk,32,ミサカ,,,
#,,,,,
talk,33,ミサカ,,,
#,,,,,
talk,34,御坂 美琴,,,
se,play,300200000022,,,
#,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
