#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,7007001,,,,,,
bgm,stop,,,,,,
chara,4002102,御坂 美琴,10,,,,
chara,18000701,絹旗 最愛,11,,,,
+talk,start,
+talk,show,0,
wait,0.5,
place,御坂 美琴,絹旗 最愛,
+絹旗 最愛.fade,in,0.5,
+御坂 美琴.fade,in,0.5,
bgm,play,30010006,,,,,
fade,in,1,#000000,0,
talk,1,絹旗 最愛,,,,,
+talk,show,1,
talk,2,絹旗 最愛,,,,,
talk,3,御坂 美琴,,,,,
talk,4,絹旗 最愛,,,,,
talk,5,御坂 美琴,,,,,
talk,6,絹旗 最愛,,,,,
talk,7,御坂 美琴,,,,,
talk,8,御坂 美琴,,,,,
talk,9,御坂 美琴,,,,,
talk,10,絹旗 最愛,,,,,
bgm,stop,,,,,,
talk,11,御坂 美琴,,,,,
talk,12,御坂 美琴,,,,,
talk,13,御坂 美琴,,,,,
+se,play,300100000240,,,,,
talk,14,御坂 美琴,,,,,
bgm,play,30010002,,,,,
talk,15,絹旗 最愛,,,,,
talk,16,御坂 美琴,,,,,
talk,17,御坂 美琴,,,,,
talk,18,絹旗 最愛,,,,,
talk,19,絹旗 最愛,,,,,
talk,20,御坂 美琴,,,,,
talk,21,絹旗 最愛,,,,,
talk,22,御坂 美琴,,,,,
talk,23,絹旗 最愛,,,,,
talk,24,御坂 美琴,,,,,
talk,25,絹旗 最愛,,,,,
talk,26,御坂 美琴,,,,,
talk,27,御坂 美琴,,,,,
talk,28,絹旗 最愛,,,,,
talk,29,絹旗 最愛,,,,,
talk,30,御坂 美琴,,,,,
talk,31,御坂 美琴,,,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
