#command,param1,param2,param3,param4,
#,
print,chapter1,
stage,010001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,66000101,浜面 仕上,10,
chara,11000101,麦野 沈利,10,
chara,19000101,フレンダ,10,
chara,20000101,滝壺 理后,10,
chara,18000101,絹旗 最愛,14,
place,絹旗 最愛,浜面 仕上,
+focus,on,絹旗 最愛,
+滝壺 理后.fade,out,0.5,
+絹旗 最愛.fade,in,0.5,
+麦野 沈利.fade,out,0.5,
+フレンダ.fade,out,0.5,
+浜面 仕上.fade,out,0.5,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010001,,,
wait,0.5,
talk,show,1,
+talk,1,絹旗 最愛,,,
浜面 仕上.fade,in,0.5,
+se,play,300200000480,,,
+talk,2,浜面 仕上,,,
talk,3,絹旗 最愛,,,
talk,4,浜面 仕上,,,
talk,5,絹旗 最愛,,,
talk,6,浜面 仕上,,,
talk,7,絹旗 最愛,,,
talk,8,浜面 仕上,,,
talk,9,絹旗 最愛,,,
talk,10,絹旗 最愛,,,
talk,11,浜面 仕上,,,
talk,12,絹旗 最愛,,,
talk,13,浜面 仕上,,,
talk,14,絹旗 最愛,,,
talk,15,絹旗 最愛,,,
talk,16,浜面 仕上,,,
+bgm,play,30010006,,,
talk,17,絹旗 最愛,,,
talk,18,浜面 仕上,,,
talk,19,絹旗 最愛,,,
talk,20,絹旗 最愛,,,
talk,21,浜面 仕上,,,
talk,22,浜面 仕上,,,
talk,23,絹旗 最愛,,,
talk,24,浜面 仕上,,,
talk,25,絹旗 最愛,,,
talk,26,浜面 仕上,,,
talk,27,絹旗 最愛,,,
talk,28,浜面 仕上,,,
talk,29,絹旗 最愛,,,
talk,30,浜面 仕上,,,
talk,31,浜面 仕上,,,
talk,32,絹旗 最愛,,,
talk,33,絹旗 最愛,,,
talk,34,浜面 仕上,,,
talk,35,絹旗 最愛,,,
talk,36,浜面 仕上,,,
talk,37,絹旗 最愛,,,
talk,38,浜面 仕上,,,
talk,39,絹旗 最愛,,,
talk,40,浜面 仕上,,,
talk,41,絹旗 最愛,,,
talk,42,浜面 仕上,,,
talk,43,絹旗 最愛,,,
talk,44,絹旗 最愛,,,
talk,45,浜面 仕上,,,
talk,46,浜面 仕上,,,
talk,47,絹旗 最愛,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+bgm,stop,1,,,
wait,2,
fade,in,1,#FFFFFF,0,
+bgm,play,30010002,,,
talk,48,絹旗 最愛,,,
+talk,show,1,
talk,49,浜面 仕上,,,
talk,50,絹旗 最愛,,,
talk,51,浜面 仕上,,,
wait,1,,,,
talk,show,0,
+絹旗 最愛.fade,out,0.5,
+浜面 仕上.fade,out,0.5,
place,麦野 沈利,フレンダ,滝壺 理后,
+滝壺 理后.fade,in,0.5,
+フレンダ.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
talk,52,麦野 沈利,,,
+talk,show,1,
+se,play,300200000480,,,
wait,1,
talk,show,0,
+滝壺 理后.fade,out,0.5,
+フレンダ.fade,out,0.5,
+麦野 沈利.fade,out,0.5,
place,麦野 沈利,絹旗 最愛,浜面 仕上,滝壺 理后,
+滝壺 理后.fade,in,0.5,
+絹旗 最愛.fade,in,0.5,
+浜面 仕上.fade,in,0.5,
+麦野 沈利.fade,in,0.5,
talk,53,絹旗 最愛,,,
+talk,show,1,
talk,54,浜面 仕上,,,
talk,55,麦野 沈利,,,
talk,56,浜面 仕上,,,
talk,57,絹旗 最愛,,,
talk,58,絹旗 最愛,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
