#command,param1,param2,param3,param4,
#,
stage,021001001,,,,
control,1,
bgm,stop,
chara,33000101,アンジェレネ,13,
chara,31000101,アニェーゼ,10,
chara,28000101,オルソラ,12,
chara,32000101,ルチア,10,
chara,24000101,ステイル,10,
chara,40000701,オリアナ,10,
place,オルソラ,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
bgm,play,30010003,,,
talk,1,オルソラ,,,
+talk,show,1,
talk,2,オルソラ,,,
se,play,300200000760,,,
wait,1,
talk,3,オルソラ,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+アンジェレネ.facial,12,
+ルチア.facial,15,
+place,ルチア,アンジェレネ,空白,空白,
+focus,on,アンジェレネ,
wait,1,
fade,in,1,#FFFFFF,0,
talk,4,アンジェレネ,,,
+talk,show,1,
+アンジェレネ.shake,"(0,0.5,0)","(0,3)",1,
talk,5,ルチア,,,
talk,6,オルソラ,,,
+オルソラ.fade,in,0.5,
+place,ルチア,アンジェレネ,空白,オルソラ,
talk,7,ルチア,,,
talk,8,ルチア,,,
talk,9,アンジェレネ,,,
talk,10,ルチア,,,
talk,11,ルチア,,,
talk,12,オルソラ,,,
talk,13,ルチア,,,
talk,14,オルソラ,,,
talk,15,アニェーゼ,,,
+アニェーゼ.fade,in,0.5,
+place,ルチア,アンジェレネ,アニェーゼ,オルソラ,
talk,16,オルソラ,,,
talk,17,アニェーゼ,,,
bgm,stop,
talk,18,アンジェレネ,,,
bgm,play,30010006,,,
talk,19,アニェーゼ,,,
talk,20,アンジェレネ,,,
talk,21,オルソラ,,,
talk,22,ルチア,,,
talk,23,オルソラ,,,
talk,24,アニェーゼ,,,
talk,25,アニェーゼ,,,
talk,26,アンジェレネ,,,
talk,27,ルチア,,,
talk,28,オルソラ,,,
talk,29,アニェーゼ,,,
talk,30,アニェーゼ,,,
fade,out,1,#FFFFFF,0,
bgm,stop,
talk,show,0,
+オルソラ.facial,10,
+place,オルソラ,
+focus,on,オルソラ,
wait,1,
fade,in,1,#FFFFFF,0,
bgm,play,30010022,,,
talk,31,オルソラ,,,
+talk,show,1,
talk,32,オルソラ,,,
fade,out,1,#FFFFFF,0,
stage,18001001,,,,
talk,show,0,
+オリアナ.facial,12,
+ステイル.facial,12,
+place,オリアナ,ステイル,
+focus,on,ステイル,
wait,1,
fade,in,1,#FFFFFF,0,
talk,33,ステイル,,,
+talk,show,1,
talk,34,ステイル,,,
talk,35,オリアナ,,,
talk,36,ステイル,,,
talk,37,オリアナ,,,
talk,38,オリアナ,,,
talk,39,ステイル,,,
talk,40,オリアナ,,,
talk,41,オリアナ,,,
talk,42,ステイル,,,
talk,43,オリアナ,,,
talk,44,オリアナ,,,
talk,45,ステイル,,,
talk,46,ステイル,,,
talk,47,オリアナ,,,
talk,48,ステイル,,,
talk,49,オリアナ,,,
talk,50,オリアナ,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
