#command,param1,param2,param3,param4,
#,
control,1,
stage,21001001,,,,
bgm,stop,,,,
chara,27000101,シェリー,10,
chara,40000701,オリアナ,11,
chara,28000101,オルソラ,10,
chara,80000101,レッサー,10,
+place,シェリー,オルソラ,レッサー,オリアナ,
+focus,on,レッサー,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,レッサー,,,
+talk,show,1,
talk,2,シェリー,,,
talk,3,オルソラ,,,
talk,4,シェリー,,,
talk,5,シェリー,,,
talk,6,オルソラ,,,
talk,7,レッサー,,,
talk,8,オルソラ,,,
talk,9,レッサー,,,
talk,10,オルソラ,,,
talk,11,オルソラ,,,
talk,12,レッサー,,,
talk,13,オルソラ,,,
talk,14,レッサー,,,
talk,15,レッサー,,,
talk,16,レッサー,,,
talk,17,オリアナ,,,
talk,18,レッサー,,,
talk,19,オリアナ,,,
talk,20,レッサー,,,
talk,21,オリアナ,,,
talk,22,オリアナ,,,
talk,23,オルソラ,,,
talk,24,シェリー,,,
talk,25,オルソラ,,,
talk,26,シェリー,,,
talk,27,シェリー,,,
talk,28,オルソラ,,,
talk,29,シェリー,,,
talk,30,オルソラ,,,
talk,31,シェリー,,,
talk,32,オルソラ,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
