#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,37000101,佐天 涙子,10,,
chara,36000101,初春 飾利,10,,
talk,start,,,,
+talk,show,0,,,
place,佐天 涙子,初春 飾利,,,
+佐天 涙子.fade,out,0.1,,,
+初春 飾利.fade,out,0.1,,,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010001,1,,
# 会話開始,
talk,1,初春 飾利,,,
+talk,show,1,
+初春 飾利.fade,in,0.5,
talk,2,佐天 涙子,,,
+佐天 涙子.fade,in,0.5,
talk,3,初春 飾利,,,
talk,4,初春 飾利,,,
talk,5,佐天 涙子,,,
talk,6,佐天 涙子,,,
talk,7,初春 飾利,,,
talk,8,佐天 涙子,,,
talk,9,初春 飾利,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































