#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,37000101,佐天 涙子,10,,
chara,36000101,初春 飾利,10,,
chara,4000102,御坂 美琴,10,,
talk,start,,,,
+talk,show,0,,,
place,佐天 涙子,初春 飾利,御坂 美琴,,
+佐天 涙子.fade,out,0.1,,,
+初春 飾利.fade,out,0.1,,,
+御坂 美琴.fade,out,0.1,,,
stage,010001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010001,1,,
# 会話開始,
talk,1,御坂 美琴,,,
+talk,show,1,
+御坂 美琴.fade,in,0.5,
talk,2,初春 飾利,,,
+初春 飾利.fade,in,0.5,
talk,3,御坂 美琴,,,
talk,4,佐天 涙子,,,
+佐天 涙子.fade,in,0.5,
talk,5,御坂 美琴,,,
talk,6,初春 飾利,,,
talk,7,佐天 涙子,,,
talk,8,御坂 美琴,,,
talk,9,佐天 涙子,,,
talk,10,初春 飾利,,,
talk,11,御坂 美琴,,,
talk,12,佐天 涙子,,,
talk,13,御坂 美琴,,,
talk,14,佐天 涙子,,,
talk,15,初春 飾利,,,
talk,16,御坂 美琴,,,
talk,17,佐天 涙子,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































