#command,param1,param2,param3,param4,
#,
stage,1003004,,,,
control,1,
bgm,stop,
chara,3000701,土御門 元春,17,
chara,39000101,土御門 舞夏,13,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+place,土御門 舞夏,土御門 元春,
+focus,on,土御門 元春,
bgm,play,30010004,,,
talk,1,土御門 元春,,,
+talk,show,1,
talk,2,土御門 舞夏,,,
talk,3,土御門 元春,,,
talk,4,土御門 元春,,,
talk,5,土御門 元春,,,
talk,6,土御門 舞夏,,,
talk,7,土御門 舞夏,,,
talk,8,土御門 元春,,,
talk,9,土御門 元春,,,
talk,10,土御門 元春,,,
+se,play,300200000460,,,
wait,1,
talk,11,土御門 元春,,,
talk,12,土御門 元春,,,
talk,13,土御門 舞夏,,,
talk,14,土御門 舞夏,,,
talk,15,土御門 元春,,,
talk,16,土御門 舞夏,,,
talk,17,土御門 舞夏,,,
fade,out,1,#FFFFFF,0,
bgm,stop,
talk,show,0,
+土御門 元春.facial,17,
+土御門 舞夏.facial,10,
wait,0.5,
focus,on,土御門 元春,
fade,in,1,#FFFFFF,0,
bgm,play,30010001,,,
talk,18,土御門 元春,,,
+talk,show,1,
talk,19,土御門 舞夏,,,
+se,play,300400000340,,,
talk,20,土御門 元春,,,
talk,21,土御門 舞夏,,,
talk,22,土御門 舞夏,,,
talk,23,土御門 舞夏,,,
talk,24,土御門 元春,,,
talk,25,土御門 舞夏,,,
talk,26,土御門 元春,,,
talk,27,土御門 舞夏,,,
bgm,stop,
talk,28,土御門 元春,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+土御門 元春.facial,17,
+土御門 舞夏.facial,14,
wait,0.5,
focus,on,土御門 元春,
fade,in,1,#FFFFFF,0,
bgm,play,30010006,,,
+se,play,300200000910,,,
wait,1,
talk,29,土御門 元春,,,
+talk,show,1,
talk,30,土御門 舞夏,,,
talk,31,土御門 舞夏,,,
bgm,stop,
se,play,300200000960,,,
wait,1,
bgm,play,30010005,,,
talk,32,土御門 元春,,,
+土御門 元春.shake,"(0.10,0)","(10,0)",1,
talk,33,土御門 舞夏,,,
talk,34,土御門 元春,,,
talk,35,土御門 元春,,,
talk,36,土御門 舞夏,,,
se,play,300200000960,,,
talk,37,土御門 元春,,,
+土御門 元春.shake,"(0.10,0)","(10,0)",1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],






