#command,param1,param2,param3,param4,
#,
stage,23001001,,,,
control,1,
bgm,stop,
chara,100000101,オッレルス,10,
chara,123000101,シルビア,10,
place,オッレルス,シルビア,
+focus,on,オッレルス,
+オッレルス.move,0,4,0.5,
+オッレルス.fade,out,0.1,
+シルビア.fade,out,0.1,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+se,play,0300200000101,,,
オッレルス.move,4,0,0.5,
+オッレルス.fade,in,0.5,
talk,1,オッレルス,,,
+talk,show,1,
talk,2,オッレルス,,,
wait,0.5,
talk,3,シルビア,,,
+シルビア.fade,in,0.5,
+se,play,300200000480,,,
talk,4,オッレルス,,,
talk,5,シルビア,,,
talk,6,シルビア,,,
talk,7,オッレルス,,,
talk,8,シルビア,,,
talk,9,シルビア,,,
talk,10,オッレルス,,,
talk,11,シルビア,,,
talk,12,シルビア,,,
talk,13,オッレルス,,,
talk,14,シルビア,,,
talk,15,シルビア,,,
talk,16,オッレルス,,,
talk,17,シルビア,,,
talk,18,オッレルス,,,
talk,19,猫,,,
+se,play,300500000010,,,
+bgm,stop,,,,
wait,1,
talk,20,オッレルス,,,
talk,21,シルビア,,,
+bgm,play,30010006,,,
talk,22,シルビア,,,
talk,23,オッレルス,,,
talk,24,猫,,,
+se,play,300500000010,,,
talk,25,オッレルス,,,
+オッレルス.shake,"(0.10,0)","(10,0)",1,
talk,26,シルビア,,,
+bgm,play,30010005,,,
talk,27,オッレルス,,,
talk,28,オッレルス,,,
talk,29,シルビア,,,
talk,30,オッレルス,,,
talk,31,シルビア,,,
talk,32,オッレルス,,,
talk,33,オッレルス,,,
talk,34,シルビア,,,
talk,35,シルビア,,,
+bgm,play,30010002,,,
talk,36,シルビア,,,
talk,37,オッレルス,,,
talk,38,オッレルス,,,
talk,39,シルビア,,,
talk,40,オッレルス,,,
talk,41,シルビア,,,
talk,42,シルビア,,,
talk,43,オッレルス,,,
talk,44,シルビア,,,
talk,45,オッレルス,,,
talk,46,シルビア,,,
talk,47,シルビア,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
