#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,17002001,,,,,,
bgm,stop,,,,,,
+image,999999999,0,シーン00,
chara,25000401,神裂 火織,10,
chara,28001301,オルソラ,10,,,,
chara,30001001,五和,10,
chara,40001001,オリアナ,12,,,,
+place,五和,オルソラ,神裂 火織,オリアナ,
+focus,on,オルソラ,
bgm,play,30010001,,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,オルソラ,,,,,
+talk,show,1,
talk,2,五和,,,,,
talk,3,オルソラ,,,,,
talk,4,神裂 火織,,,,,
talk,5,五和,,,,,
talk,6,オリアナ,,,,,
talk,7,オルソラ,,,,,
talk,8,神裂 火織,,,,,
talk,9,オリアナ,,,,,
talk,10,神裂 火織,,,,,
bgm,stop,1,,,,,
bgm,play,30010010,,,,,
talk,11,オリアナ,,,,,
talk,12,オリアナ,,,,,
talk,13,神裂 火織,,,,,
talk,14,オリアナ,,,,,
talk,15,オリアナ,,,,,
talk,16,オリアナ,,,,,
talk,17,五和,,,,,
talk,18,オリアナ,,,,,
talk,19,五和,,,,,
talk,20,オリアナ,,,,,
talk,21,神裂 火織,,,,,
talk,22,オリアナ,,,,,
talk,23,神裂 火織,,,,,
talk,24,オリアナ,,,,,
talk,25,五和,,,,,
talk,26,オリアナ,,,,,
talk,27,オリアナ,,,,,
talk,28,五和,,,,,
bgm,stop,1,,,,,
bgm,play,30010007,,,,,
talk,29,オルソラ,,,,,
talk,30,オルソラ,,,,,
talk,31,オリアナ,,,,,
talk,32,五和,,,,,
talk,33,神裂 火織,,,,,
talk,34,オリアナ,,,,,
オルソラ.fade,out,0.5,,,,,
+五和.fade,out,0.5,
+神裂 火織.fade,out,0.5,
+オリアナ.fade,out,0.5,
place,五和,オルソラ,神裂 火織,
+オルソラ.fade,in,0.5,,,,,
+五和.fade,in,0.5,
+神裂 火織.fade,in,0.5,
bgm,stop,1,,,,,
bgm,play,30010008,,,,,
talk,35,神裂 火織,,,,,
talk,36,オルソラ,,,,,
talk,37,神裂 火織,,,,,
talk,38,五和,,,,,
talk,39,オルソラ,,,,,
talk,40,神裂 火織,,,,,
talk,41,神裂 火織,,,,,
talk,42,五和,,,,,
talk,43,神裂 火織,,,,,
talk,44,オルソラ,,,,,
talk,45,神裂 火織,,,,,
talk,46,五和,,,,,
wait,2,
fade,out,1,#FFFFFF,0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
