#command,param1,param2,param3,param4,
#,
stage,30001001,,,,
control,1,
bgm,stop,
chara,1001101,上条 当麻,14,
chara,10000701,食蜂 操祈,15,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+place,食蜂 操祈,上条 当麻,
+focus,on,食蜂 操祈,
bgm,play,30010001,,,
talk,1,食蜂 操祈,,,
+talk,show,1,
talk,2,上条 当麻,,,
talk,3,食蜂 操祈,,,
talk,4,食蜂 操祈,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+食蜂 操祈.facial,16,
+上条 当麻.facial,12,
+focus,on,食蜂 操祈,
wait,1,
fade,in,1,#FFFFFF,0,
talk,5,食蜂 操祈,,,
+talk,show,1,
talk,6,上条 当麻,,,
talk,7,食蜂 操祈,,,
talk,8,食蜂 操祈,,,
talk,9,食蜂 操祈,,,
se,play,300200000060,,,
bgm,stop,
talk,10,食蜂 操祈,,,
talk,11,上条 当麻,,,
talk,12,食蜂 操祈,,,
bgm,play,30010003,,,
talk,13,上条 当麻,,,
se,play,300200000102,,,
+上条 当麻.move,1,5,1,
+上条 当麻.fade,out,0.5,
wait,0.5,
talk,14,食蜂 操祈,,,
talk,15,上条 当麻,,,
se,play,300200000101,,,
talk,16,屋台のおじさん,,,
上条 当麻.move,5,1,1,
+上条 当麻.fade,in,0.5,
wait,1,
talk,17,上条 当麻,,,
talk,18,食蜂 操祈,,,
talk,19,食蜂 操祈,,,
talk,20,上条 当麻,,,
talk,21,食蜂 操祈,,,
talk,22,上条 当麻,,,
talk,23,食蜂 操祈,,,
talk,24,食蜂 操祈,,,
talk,25,食蜂 操祈,,,
talk,26,食蜂 操祈,,,
talk,27,上条 当麻,,,
talk,28,食蜂 操祈,,,
talk,29,食蜂 操祈,,,
talk,30,食蜂 操祈,,,
talk,31,上条 当麻,,,
talk,32,食蜂 操祈,,,
talk,33,上条 当麻,,,
talk,34,食蜂 操祈,,,
talk,35,上条 当麻,,,
se,play,300200000102,
+上条 当麻.move,1,5,1,
+上条 当麻.fade,out,0.5,
wait,0.5,
talk,36,食蜂 操祈,,,
talk,37,上条 当麻,,,
talk,38,屋台のお兄さん,,,
talk,39,食蜂 操祈,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],






