#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,2003001,,,,,,
bgm,stop,,,,,,
chara,106000101,僧正,12,
chara,1000201,上条 当麻,10,
chara,4000202,御坂 美琴,15,
+talk,start,
+talk,show,0,
place,上条 当麻,
+上条 当麻.fade,in,0.5,
+focus,off,上条 当麻,
bgm,play,30010020,,,,,
fade,in,1,#000000,0,
wait,0.5,
talk,1,上条 当麻,,,,,
+talk,show,1,
talk,2,上条 当麻,,,,,
talk,3,上条 当麻,,,,,
talk,4,上条 当麻,,,,,
,#,,,,,,
talk,5,上条 当麻,,,,,
talk,6,上条 当麻,,,,,
se,play,300200000340,,,,,
wait,1,,,,,,
bgm,stop,
fade,out,1,#FFFFFF,0,
上条 当麻.fade,out,0.5,
+僧正.fade,out,0.5,
place,上条 当麻,僧正,
+上条 当麻.fade,in,0.5,
+僧正.fade,in,0.5,
stage,16002001,,,,,,
+上条 当麻.facial,11,
bgm,play,30010011,,,,,
talk,show,0,
wait,1,
fade,in,1,#FFFFFF,0,
talk,7,僧正,,,,,
+talk,show,1,
talk,8,上条 当麻,,,,,
talk,9,上条 当麻,,,,,
talk,10,上条 当麻,,,,,
talk,11,上条 当麻,,,,,
talk,12,僧正,,,,,
talk,13,僧正,,,,,
talk,14,上条 当麻,,,,,
bgm,stop,
wait,1,
bgm,play,30010010,,,,,
talk,15,僧正,,,,,
talk,16,僧正,,,,,
talk,17,上条 当麻,,,,,
talk,18,上条 当麻,,,,,
talk,19,僧正,,,,,
talk,20,僧正,,,,,
talk,21,上条 当麻,,,,,
talk,22,上条 当麻,,,,,
talk,23,僧正,,,,,
talk,24,僧正,,,,,
talk,25,僧正,,,,,
talk,26,僧正,,,,,
talk,27,僧正,,,,,
talk,28,上条 当麻,,,,,
talk,29,上条 当麻,,,,,
talk,30,僧正,,,,,
talk,31,僧正,,,,,
talk,32,僧正,,,,,
talk,33,僧正,,,,,
talk,34,上条 当麻,,,,,
talk,35,僧正,,,,,
talk,36,僧正,,,,,
talk,37,僧正,,,,,
talk,38,上条 当麻,,,,,
talk,39,僧正,,,,,
talk,40,僧正,,,,,
talk,41,僧正,,,,,
talk,42,僧正,,,,,
talk,43,僧正,,,,,
talk,44,僧正,,,,,
talk,45,僧正,,,,,
talk,46,僧正,,,,,
talk,47,僧正,,,,,
talk,48,僧正,,,,,
talk,49,僧正,,,,,
talk,50,上条 当麻,,,,,
talk,51,上条 当麻,,,,,
talk,52,上条 当麻,,,,,
talk,53,上条 当麻,,,,,
talk,54,上条 当麻,,,,,
talk,55,上条 当麻,,,,,
talk,56,上条 当麻,,,,,
talk,57,僧正,,,,,
se,play,300700000450,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,,,,
talk,58,上条 当麻,,,,,
talk,59,僧正,,,,,
talk,60,僧正,,,,,
talk,61,上条 当麻,,,,,
se,play,300300000030,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,,,,
wait,1.5,
talk,62,上条 当麻,,,,,
talk,63,僧正,,,,,
talk,64,上条 当麻,,,,,
se,play,300200000390,,,,,
wait,1.5,
wait,1,,,,,,
bgm,stop,
fade,out,1,#000000,0,
上条 当麻.fade,out,0.5,
+僧正.fade,out,0.5,
place,上条 当麻,
+上条 当麻.fade,in,0.5,
stage,2001001,,,,,,
+上条 当麻.facial,16,
bgm,play,30010017,,,,,
talk,show,0,
wait,1,
fade,in,1,#000000,0,
talk,65,上条 当麻,,,,,
+talk,show,1,
+se,play,300700000040,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,,,,
talk,66,上条 当麻,,,,,
talk,67,上条 当麻,,,,,
talk,68,上条 当麻,,,,,
上条 当麻.fade,out,0.5,
place,上条 当麻,御坂 美琴,
+御坂 美琴.fade,in,0.5,
+上条 当麻.fade,in,0.5,
talk,69,御坂 美琴,,,,,
talk,70,上条 当麻,,,,,
fade,out,1,#FFFFFF,0,
+image,999999999,1,シーン01,
シーン01.fade,in,0.1,
+talk,show,0,
fade,in,0.5,#FFFFFF,0,
bgm,stop,
control,0,
wait,1,
movie,play,story_event000000053,0,1,1,0,
+bgm,play,30010009,
bgm,stop,
[END],
,,,,,,,
