#command,param1,param2,param3,param4,
#,
stage,018001001,,,,
control,1,
bgm,stop,
chara,81000101,フロリス,10,
chara,82000101,ベイロープ,14,
chara,80000101,レッサー,10,
chara,83000101,ランシス,11,
place,レッサー,
+ランシス.fade,out,0.1,
+ベイロープ.fade,out,0.1,
+フロリス.fade,out,0.1,
+レッサー.fade,in,0.1,
+focus,on,レッサー,
+talk,start,
+talk,show,0,
wait,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
talk,show,1,
+talk,1,レッサー,,,
talk,2,レッサー,,,
wait,1,
talk,show,0,
+レッサー.fade,out,0.5,
place,フロリス,ベイロープ,レッサー,ランシス,
+ランシス.fade,in,0.5,
+ベイロープ.fade,in,0.5,
+フロリス.fade,in,0.5,
+レッサー.fade,in,0.5,
+talk,3,フロリス,,,
+talk,show,1,
talk,4,ベイロープ,,,
talk,5,ランシス,,,
talk,6,フロリス,,,
talk,7,レッサー,,,
talk,8,ベイロープ,,,
talk,9,レッサー,,,
talk,10,フロリス,,,
talk,11,ランシス,,,
talk,12,ベイロープ,,,
talk,13,レッサー,,,
talk,14,ベイロープ,,,
talk,15,ベイロープ,,,
talk,16,ランシス,,,
talk,17,フロリス,,,
talk,18,ベイロープ,,,
talk,19,レッサー,,,
talk,20,ベイロープ,,,
talk,21,ランシス,,,
talk,22,レッサー,,,
talk,23,フロリス,,,
talk,24,レッサー,,,
talk,25,レッサー,,,
talk,26,ベイロープ,,,
talk,27,ランシス,,,
talk,28,フロリス,,,
talk,29,ベイロープ,,,
talk,30,ランシス,,,
talk,31,フロリス,,,
talk,32,レッサー,,,
talk,33,レッサー,,,
talk,34,ベイロープ,,,
talk,35,フロリス,,,
talk,36,ランシス,,,
talk,37,レッサー,,,
bgm,play,30010007,,,
talk,38,レッサー,,,
talk,39,レッサー,,,
talk,40,レッサー,,,
talk,41,レッサー,,,
talk,42,ベイロープたち,,,
+focus,on,ベイロープ,ランシス,フロリス,
+bgm,stop,1,,,
talk,43,レッサー,,,
+bgm,play,30010002,,,
talk,44,ベイロープ,,,
talk,45,レッサー,,,
talk,46,レッサー,,,
talk,47,レッサー,,,
talk,48,レッサー,,,
talk,49,ランシス,,,
talk,50,フロリス,,,
talk,51,レッサー,,,
talk,52,レッサー,,,
talk,53,ベイロープ,,,
wait,1,
talk,show,0,
+ランシス.fade,out,0.5,
+ベイロープ.fade,out,0.5,
+フロリス.fade,out,0.5,
+レッサー.fade,out,0.5,
place,レッサー,
+レッサー.fade,in,0.5,
talk,54,レッサー,,,
+talk,show,1,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
