#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,7004003,,,,,
bgm,stop,,,,,
chara,32000101,ルチア,13,
chara,33000101,アンジェレネ,15,
chara,31000101,アニェーゼ,13,
chara,241000101,サーティーンデス,12,
+place,サーティーンデス,アニェーゼ,アンジェレネ,ルチア,
+focus,on,サーティーンデス,
bgm,play,30010017,,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,サーティーンデス,,,,
+talk,show,1,
talk,2,アンジェレネ,,,,
+アンジェレネ.shake,"(0.10,0)","(10,0)",1,
talk,3,ルチア,,,,
talk,4,サーティーンデス,,,,
talk,5,サーティーンデス,,,,
talk,6,サーティーンデス,,,,
talk,7,アンジェレネ,,,,
+アンジェレネ.shake,"(0.10,0)","(10,0)",1,
talk,8,ルチア,,,,
talk,9,アニェーゼ,,,,
talk,10,アニェーゼ,,,,
talk,11,サーティーンデス,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
bgm,stop,,,,,
se,play,300700000010,,,,
wait,1,
se,play,300700000020,,,,
+サーティーンデス.facial,10,
+アニェーゼ.facial,13,
+アンジェレネ.facial,15,
+ルチア.facial,14,
+アンジェレネ.fade,out,0.5,
+ルチア.fade,out,0.5,
+place,空白,サーティーンデス,アニェーゼ,空白,
+focus,off,サーティーンデス,アニェーゼ,
wait,1,
fade,in,1,#000000,0,
se,play,300700000010,,,,
+アニェーゼ.move,2,3,0.5,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,2,
+サーティーンデス.fade,out,0.5,
+アニェーゼ.fade,out,0.5,
talk,12,アニェーゼ,,,,
+talk,show,1,
+サーティーンデス.fade,in,0.5,
+アニェーゼ.fade,in,0.5,
+アンジェレネ.fade,in,0.5,
+ルチア.fade,in,0.5,
+place,サーティーンデス,アニェーゼ,アンジェレネ,ルチア,
bgm,play,30010012,,,,
talk,13,アンジェレネ,,,,
talk,14,ルチア,,,,
talk,15,サーティーンデス,,,,
talk,16,サーティーンデス,,,,
talk,17,サーティーンデス,,,,
talk,18,アニェーゼ,,,,
talk,19,サーティーンデス,,,,
talk,20,アンジェレネ,,,,
talk,21,ルチア,,,,
+ルチア.shake,"(0.10,0)","(10,0)",1,
talk,22,サーティーンデス,,,,
talk,23,アンジェレネ,,,,
talk,24,アニェーゼ,,,,
bgm,play,30010011,,,,
talk,25,アニェーゼ,,,,
talk,26,アニェーゼ,,,,
talk,27,サーティーンデス,,,,
talk,28,アニェーゼ,,,,
talk,29,サーティーンデス,,,,
talk,30,アニェーゼ,,,,
talk,31,アニェーゼ,,,,
talk,32,アニェーゼ,,,,
talk,33,アンジェレネ,,,,
talk,34,ルチア,,,,
talk,35,サーティーンデス,,,,
talk,36,アニェーゼ,,,,
talk,37,サーティーンデス,,,,
talk,38,ルチア,,,,
talk,39,アンジェレネ,,,,
talk,40,サーティーンデス,,,,
talk,41,サーティーンデス,,,,
talk,42,サーティーンデス,,,,
talk,43,サーティーンデス,,,,
talk,44,アニェーゼ,,,,
talk,45,サーティーンデス,,,,
talk,46,サーティーンデス,,,,
talk,47,アニェーゼ,,,,
talk,48,サーティーンデス,,,,
talk,49,サーティーンデス,,,,
talk,50,サーティーンデス,,,,
talk,51,サーティーンデス,,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],,,,, ,
