#command,param1,param2,param3,param4,
#,
control,1,
stage,5004001,,,,
bgm,stop,
chara,93001201,帆風 潤子,16,
chara,5002201,白井 黒子,13,
chara,10002201,食蜂 操祈,12,
+place,白井 黒子,帆風 潤子,
+focus,on,帆風 潤子,
bgm,play,30010020,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
talk,1,帆風 潤子,,,
+talk,show,1,
talk,2,白井 黒子,,,
talk,3,帆風 潤子,,,
talk,4,白井 黒子,,,
talk,5,白井 黒子,,,
talk,6,帆風 潤子,,,
talk,7,白井 黒子,,,
talk,8,白井 黒子,,,
talk,9,白井 黒子,,,
talk,10,白井 黒子,,,
wait,1,
bgm,stop,
白井 黒子.fade,out,0.5,
+帆風 潤子.fade,out,0.5,
+talk,show,0,
wait,1,
talk,11,食蜂 操祈,,,
+talk,show,1,
+se,play,300200000480,,,
+白井 黒子.fade,in,0.5,
+帆風 潤子.fade,in,0.5,
+食蜂 操祈.fade,in,0.5,
+place,白井 黒子,帆風 潤子,食蜂 操祈,
bgm,play,30010001,,,
talk,12,食蜂 操祈,,,
talk,13,白井 黒子,,,
talk,14,食蜂 操祈,,,
talk,15,食蜂 操祈,,,
talk,16,食蜂 操祈,,,
talk,17,帆風 潤子,,,
talk,18,白井 黒子,,,
talk,19,食蜂 操祈,,,
talk,20,白井 黒子,,,
talk,21,白井 黒子,,,
talk,22,白井 黒子,,,
talk,23,帆風 潤子,,,
talk,24,食蜂 操祈,,,
talk,25,白井 黒子,,,
talk,26,食蜂 操祈,,,
talk,27,帆風 潤子,,,
talk,28,食蜂 操祈,,,
bgm,play,30010006,,,
talk,29,帆風 潤子,,,
talk,30,白井 黒子,,,
talk,31,食蜂 操祈,,,
+食蜂 操祈.shake,"(0.10,0)","(10,0)",1,
talk,32,帆風 潤子,,,
talk,33,白井 黒子,,,
talk,34,食蜂 操祈,,,
talk,35,食蜂 操祈,,,
talk,36,食蜂 操祈,,,
talk,37,白井 黒子,,,
talk,38,食蜂 操祈,,,
bgm,play,30010020,,,
talk,39,帆風 潤子,,,
talk,40,食蜂 操祈,,,
talk,41,帆風 潤子,,,
talk,42,帆風 潤子,,,
talk,43,白井 黒子,,,
talk,44,帆風 潤子,,,
talk,45,白井 黒子,,,
talk,46,食蜂 操祈,,,
talk,47,帆風 潤子,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
