#command,param1,param2,param3,param4,
#,
control,1,,,,
chara,32000101,ルチア,10,,
chara,31000101,アニェーゼ,10,,
talk,start,,,,
+talk,show,0,,,
place,ルチア,アニェーゼ,,,
+ルチア.fade,out,0.1,,,
+アニェーゼ.fade,out,0.1,,,
stage,021001001,,,,
+fade,in,1.0,#000000,0,
+bgm,play,30010008,1,,
# 会話開始,
talk,1,ルチア,,,
+talk,show,1,
+ルチア.fade,in,0.5,
talk,2,アニェーゼ,,,
+アニェーゼ.fade,in,0.5,
talk,3,ルチア,,,
talk,4,アニェーゼ,,,
talk,5,ルチア,,,
bgm,play,30010003,1,,
talk,6,アニェーゼ,,,
talk,7,ルチア,,,
talk,8,アニェーゼ,,,
wait,1,,,,
fade,out,1.0,#FFFFFF,0,
bgm,stop,
wait,1,
[END],


















































