#command,param1,param2,param3,param4,
#,
print,佐天 涙子 チャプター01,
control,1,
bgm,stop,
stage,5002001,,,,
bgm,play,30010001,,,
chara,37000101,佐天 涙子,11,
chara,36000101,初春 飾利,14,
chara,4000102,御坂 美琴,12,
chara,5000101,白井 黒子,14,
place,佐天 涙子,初春 飾利,白井 黒子,御坂 美琴,
+佐天 涙子.fade,out,0.1,
+初春 飾利.fade,out,0.1,
+御坂 美琴.fade,out,0.1,
+白井 黒子.fade,out,0.1,
talk,start,
+talk,show,0,
+fade,in,1.0,#000000,0,
佐天 涙子.fade,in,0.5,
+talk,1,佐天 涙子,,,
+talk,show,1,
御坂 美琴.fade,in,0.5,
+talk,2,御坂 美琴,,,
talk,3,佐天 涙子,,,
talk,4,佐天 涙子,,,
白井 黒子.fade,in,0.5,
+talk,5,白井 黒子,,,
初春 飾利.fade,in,0.5,
+talk,6,初春 飾利,,,
talk,7,佐天 涙子,,,
talk,8,御坂 美琴,,,
talk,9,佐天 涙子,,,
talk,10,初春 飾利,,,
talk,11,佐天 涙子,,,
talk,12,初春 飾利,,,
talk,13,佐天 涙子,,,
talk,14,初春 飾利,,,
talk,15,白井 黒子,,,
talk,16,初春 飾利,,,
talk,17,白井 黒子,,,
talk,18,白井 黒子,,,
talk,19,御坂 美琴,,,
talk,20,佐天 涙子,,,
talk,21,白井 黒子,,,
talk,22,白井 黒子,,,
talk,23,初春 飾利,,,
talk,24,佐天 涙子,,,
talk,25,佐天 涙子,,,
bgm,play,30010003,,,
talk,26,佐天 涙子,,,
talk,27,御坂 美琴,,,
talk,28,御坂 美琴,,,
talk,29,白井 黒子,,,
talk,30,白井 黒子,,,
talk,31,初春 飾利,,,
talk,32,初春 飾利,,,
talk,33,佐天 涙子,,,
talk,34,佐天 涙子,,,
talk,35,御坂 美琴,,,
talk,36,佐天 涙子,,,
talk,37,御坂 美琴,,,
talk,38,白井 黒子,,,
talk,39,初春 飾利,,,
talk,40,佐天 涙子,,,
talk,41,佐天 涙子,,,
talk,42,初春 飾利,,,
talk,43,佐天 涙子,,,
talk,44,初春 飾利,,,
talk,45,白井 黒子,,,
talk,46,御坂 美琴,,,
talk,47,御坂 美琴,,,
talk,48,佐天 涙子,,,
talk,49,佐天 涙子,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],








