#command,param1,param2,param3,param4,
#,
stage,7002001,,,,
control,1,
bgm,stop,
chara,48000201,青髪ピアス,12,
chara,1000201,上条 当麻,21,
chara,23000201,姫神 秋沙,10,
chara,45000702,オティヌス,11,
place,上条 当麻,オティヌス,
+focus,on,上条 当麻,
+talk,start,
+talk,show,0,
wait,0.5,
fade,in,1,#000000,0,
bgm,play,30010001,,,
talk,1,上条 当麻,,,
+talk,show,1,
talk,2,オティヌス,,,
talk,3,上条 当麻,,,
talk,4,オティヌス,,,
talk,5,上条 当麻,,,
talk,6,オティヌス,,,
talk,7,上条 当麻,,,
talk,8,オティヌス,,,
talk,9,オティヌス,,,
talk,10,上条 当麻,,,
+stage.shake,"(0.10,0)","(10,0)",1,
+se,play,300200000500,,,
talk,11,上条 当麻,,,
talk,12,上条 当麻,,,
talk,13,オティヌス,,,
talk,14,オティヌス,,,
talk,15,上条 当麻,,,
talk,16,オティヌス,,,
talk,17,上条 当麻,,,
talk,18,オティヌス,,,
talk,19,上条 当麻,,,
talk,20,上条 当麻,,,
talk,21,オティヌス,,,
talk,22,上条 当麻,,,
オティヌス.fade,out,0.5,
+上条 当麻.fade,out,0.5,
+talk,show,0,
place,空白,上条 当麻,オティヌス,空白,
+オティヌス.fade,in,0.5,
+上条 当麻.fade,in,0.5,
wait,
place,青髪ピアス,上条 当麻,オティヌス,空白,
+青髪ピアス.fade,in,0.5,
talk,23,青髪ピアス,,,
+talk,show,1,
+se,play,300200000480,,,
bgm,play,30010006,,,
talk,24,オティヌス,,,
talk,25,上条 当麻,,,
+stage.shake,"(0.10,0)","(10,0)",1,
+se,play,300200000500,,,
talk,26,青髪ピアス,,,
talk,27,青髪ピアス,,,
talk,28,青髪ピアス,,,
talk,29,上条 当麻,,,
place,青髪ピアス,上条 当麻,オティヌス,姫神 秋沙,
+姫神 秋沙.fade,in,0.5,
+talk,30,姫神 秋沙,,,
+se,play,300200000480,,,
talk,31,上条 当麻,,,
talk,32,姫神 秋沙,,,
talk,33,上条 当麻,,,
+stage.shake,"(0.10,0)","(10,0)",1,
+se,play,300200000500,,,
talk,34,姫神 秋沙,,,
talk,35,上条 当麻,,,
talk,36,姫神 秋沙,,,
talk,37,オティヌス,,,
talk,38,姫神 秋沙,,,
talk,39,オティヌス,,,
talk,40,オティヌス,,,
talk,41,上条 当麻,,,
talk,42,青髪ピアス,,,
talk,43,青髪ピアス,,,
talk,44,上条 当麻,,,
talk,45,姫神 秋沙,,,
talk,46,姫神 秋沙,,,
talk,47,上条 当麻,,,
talk,48,上条 当麻,,,
talk,49,青髪ピアス,,,
talk,50,姫神 秋沙,,,
talk,51,上条 当麻,,,
talk,52,オティヌス,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],










































































































































































