#command,param1,param2,param3,param4,param5,param6,
#,
control,1,
stage,1003004,,,,,,
bgm,stop,
chara,1000201,上条 当麻,10,
chara,103000101,上里 翔流,10,
chara,43000101,レイヴィニア,10,
chara,2000101,インデックス,10,
chara,45000701,オティヌス,10,
+place,上条 当麻,レイヴィニア,インデックス,
+attach,オティヌス,上条 当麻,
+上条 当麻.fade,in,0.5,
+レイヴィニア.fade,in,0.5,
+インデックス.fade,in,0.5,
+オティヌス.fade,in,0.5,
+focus,on,上条 当麻,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
+bgm,play,30010002,,,,,
wait,0.5,
talk,show,1,
+talk,1,上条 当麻,,,,,
talk,2,上条 当麻,,,,,
talk,3,インデックス,,,,,
talk,4,上条 当麻,,,,,
wait,1,,,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+上条 当麻.fade,out,0.5,
+レイヴィニア.fade,out,0.5,
+インデックス.fade,out,0.5,
+オティヌス.fade,out,0.5,
+stage,001002003,,,,,,
+bgm,stop,,,,,,
place,上条 当麻,
+上条 当麻.fade,in,0.5,
+上条 当麻.facial,12,
+focus,on,上条 当麻,
wait,1,
fade,in,1,#FFFFFF,0,
talk,5,上条 当麻,,,,,
+talk,show,1,
talk,6,上条 当麻,,,,,
wait,1,,,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
+上条 当麻.fade,out,0.5,
+stage,1003003,,,,,,
place,上里 翔流,上条 当麻,
+上条 当麻.fade,out,0.5,
+上条 当麻.move,1,5,0,
+上里 翔流.fade,in,0.5,
+上里 翔流.silhouette,on,
wait,1,
fade,in,1,#FFFFFF,0,
上条 当麻.move,5,1,0.5,
+上条 当麻.fade,in,0.5,
+se,play,300400000010,,,,,
wait,0.5,
talk,7,上里 翔流,,,,,
+talk,show,1,
+上里 翔流.silhouette,off,0.5,
+bgm,play,30010010,,,,,
talk,8,上里 翔流,,,,,
talk,9,上条 当麻,,,,,
talk,10,上里 翔流,,,,,
talk,11,上条 当麻,,,,,
talk,12,上里 翔流,,,,,
talk,13,上里 翔流,,,,,
talk,14,上条 当麻,,,,,
talk,15,上里 翔流,,,,,
talk,16,上里 翔流,,,,,
talk,17,上里 翔流,,,,,
talk,18,上里 翔流,,,,,
talk,19,上里 翔流,,,,,
+bgm,stop,,,,,,
talk,20,上里 翔流,,,,,
+bgm,play,30010018,,,,,
talk,21,上条 当麻,,,,,
talk,22,上里 翔流,,,,,
talk,23,上里 翔流,,,,,
talk,24,上条 当麻,,,,,
talk,25,上里 翔流,,,,,
talk,26,上里 翔流,,,,,
talk,27,上里 翔流,,,,,
talk,28,上里 翔流,,,,,
talk,29,上里 翔流,,,,,
talk,30,上里 翔流,,,,,
talk,31,上里 翔流,,,,,
talk,32,上里 翔流,,,,,
talk,33,上条 当麻,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
talk,34,上里 翔流,,,,,
talk,35,上里 翔流,,,,,
talk,36,上里 翔流,,,,,
talk,37,上里 翔流,,,,,
talk,38,上里 翔流,,,,,
talk,39,上里 翔流,,,,,
talk,40,上里 翔流,,,,,
talk,41,上里 翔流,,,,,
talk,42,上条 当麻,,,,,
talk,43,上里 翔流,,,,,
talk,44,上里 翔流,,,,,
talk,45,上里 翔流,,,,,
talk,46,上里 翔流,,,,,
talk,47,上里 翔流,,,,,
talk,48,上里 翔流,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
wait,0.5,
talk,49,上条 当麻,,,,,
talk,50,上条 当麻,,,,,
talk,51,上条 当麻,,,,,
talk,52,上条 当麻,,,,,
talk,53,上里 翔流,,,,,
talk,54,上条 当麻,,,,,
+bgm,stop,,,,,,
talk,55,上里 翔流,,,,,
talk,56,上条 当麻,,,,,
+bgm,play,30010008,,,,,
talk,57,上条 当麻,,,,,
talk,58,上里 翔流,,,,,
+stage.shake,"(0.10,0)","(10,0)",1,
talk,59,上里 翔流,,,,,
talk,60,上里 翔流,,,,,
talk,61,上里 翔流,,,,,
talk,62,上里 翔流,,,,,
talk,63,上条 当麻,,,,,
talk,64,上条 当麻,,,,,
talk,65,上条 当麻,,,,,
talk,66,上条 当麻,,,,,
talk,67,上条 当麻,,,,,
talk,68,上里 翔流,,,,,
talk,69,上里 翔流,,,,,
talk,70,上条 当麻,,,,,
talk,71,上条 当麻,,,,,
talk,72,上条 当麻,,,,,
talk,73,上里 翔流,,,,,
talk,74,上里 翔流,,,,,
talk,75,上条 当麻,,,,,
talk,76,上里 翔流,,,,,
talk,77,上里 翔流,,,,,
talk,78,上条 当麻,,,,,
talk,79,上条 当麻,,,,,
talk,80,上条 当麻,,,,,
talk,81,上条 当麻,,,,,
talk,82,上里 翔流,,,,,
talk,83,上条 当麻,,,,,
talk,84,上里 翔流,,,,,
talk,85,上条 当麻,,,,,
talk,86,上里 翔流,,,,,
talk,87,上条 当麻,,,,,
talk,88,上里 翔流,,,,,
talk,89,上里 翔流,,,,,
wait,2,
上里 翔流.fade,out,0.5,
+talk,show,0,
place,上条 当麻,
+上条 当麻.fade,in,0.5,
talk,90,上条 当麻,,,,,
+talk,show,1,
wait,0.5,
talk,91,上条 当麻,,,,,
talk,92,上条 当麻,,,,,
talk,93,上条 当麻,,,,,
talk,94,上条 当麻,,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
