#command,param1,param2,param3,param4,
#,
stage,1003003,,,,
control,1,
bgm,stop,
chara,1001201,上条 当麻,10,
chara,45000701,肩乗りオティヌス,21,
chara,45000702,オティヌス,21,
place,オティヌス,
+focus,on,オティヌス,
+talk,start,
+talk,show,0,
wait,0.5,
fade,in,1,#000000,0,
talk,1,オティヌス,,,
+talk,show,1,
talk,2,オティヌス,,,
talk,3,オティヌス,,,
talk,4,オティヌス,,,
talk,5,オティヌス,,,
talk,6,オティヌス,,,
wait,1,
talk,show,0,
+オティヌス.fade,out,0.5,
place,上条 当麻,オティヌス,
+上条 当麻.fade,in,0.5,
+オティヌス.fade,in,0.5,
+talk,show,1,
+talk,7,上条 当麻,,,
+bgm,play,30010004,,,
talk,8,オティヌス,,,
talk,9,上条 当麻,,,
talk,10,オティヌス,,,
talk,11,上条 当麻,,,
talk,12,オティヌス,,,
talk,13,上条 当麻,,,
talk,14,上条 当麻,,,
talk,15,オティヌス,,,
talk,16,オティヌス,,,
talk,17,上条 当麻,,,
talk,18,オティヌス,,,
talk,19,オティヌス,,,
talk,20,上条 当麻,,,
talk,21,オティヌス,,,
talk,22,オティヌス,,,
talk,23,上条 当麻,,,
talk,24,オティヌス,,,
talk,25,オティヌス,,,
talk,26,上条 当麻,,,
talk,27,オティヌス,,,
talk,28,オティヌス,,,
talk,29,上条 当麻,,,
talk,30,オティヌス,,,
+se,play,300400000340,,,
+オティヌス.shake,"(0,0.5,0)","(0,1)",0.5,
+オティヌス.fade,out,0.5,
talk,31,上条 当麻,,,
wait,
talk,show,0,
+上条 当麻.fade,out,0.5,
place,上条 当麻,
+attach,肩乗りオティヌス,上条 当麻,
+肩乗りオティヌス.fade,in,0.5,
+上条 当麻.fade,in,0.5,
talk,32,上条 当麻,,,
+talk,show,1,
talk,33,肩乗りオティヌス,,,
talk,34,肩乗りオティヌス,,,
talk,35,肩乗りオティヌス,,,
talk,36,上条 当麻,,,
talk,37,肩乗りオティヌス,,,
talk,38,肩乗りオティヌス,,,
talk,39,上条 当麻,,,
talk,40,肩乗りオティヌス,,,
talk,41,肩乗りオティヌス,,,
talk,42,肩乗りオティヌス,,,
talk,43,上条 当麻,,,
talk,44,肩乗りオティヌス,,,
talk,45,上条 当麻,,,
talk,46,肩乗りオティヌス,,,
talk,47,肩乗りオティヌス,,,
talk,48,肩乗りオティヌス,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
