#command,param1,param2,param3,param4,
#,
print,chapter1,
stage,015001001,,,,
control,1,
bgm,stop,
+image,999999999,0,シーン00,
chara,20000101,滝壺 理后,10,
chara,19000101,フレンダ,12,
place,フレンダ,滝壺 理后,
+focus,on,フレンダ,
+滝壺 理后.fade,in,0.5,
+フレンダ.fade,in,0.5,
+talk,start,
+talk,show,0,
fade,in,1,#000000,0,
bgm,play,30010001,,,
wait,0.5,
talk,show,1,
+talk,1,フレンダ,,,
talk,2,滝壺 理后,,,
talk,3,フレンダ,,,
talk,4,滝壺 理后,,,
talk,5,滝壺 理后,,,
talk,6,フレンダ,,,
talk,7,フレンダ,,,
talk,8,滝壺 理后,,,
talk,9,フレンダ,,,
talk,10,フレンダ,,,
talk,11,滝壺 理后,,,
talk,12,フレンダ,,,
talk,13,フレンダ,,,
talk,14,滝壺 理后,,,
talk,15,フレンダ,,,
talk,16,滝壺 理后,,,
talk,17,フレンダ,,,
talk,18,滝壺 理后,,,
talk,19,フレンダ,,,
talk,20,滝壺 理后,,,
talk,21,フレンダ,,,
talk,22,フレンダ,,,
talk,23,滝壺 理后,,,
talk,24,フレンダ,,,
talk,25,フレンダ,,,
talk,26,滝壺 理后,,,
talk,27,フレンダ,,,
talk,28,滝壺 理后,,,
wait,1,,,,
fade,out,1,#FFFFFF,0,
talk,show,0,
bgm,stop,1,
wait,2,
fade,in,1,#FFFFFF,0,
+bgm,play,30010006,,,
talk,29,フレンダ,,,
+talk,show,1,
talk,30,滝壺 理后,,,
talk,31,フレンダ,,,
talk,32,滝壺 理后,,,
talk,33,フレンダ,,,
talk,34,滝壺 理后,,,
talk,35,フレンダ,,,
talk,36,滝壺 理后,,,
talk,37,フレンダ,,,
talk,38,フレンダ,,,
talk,39,滝壺 理后,,,
+bgm,stop,1,
talk,40,フレンダ,,,
talk,41,滝壺 理后,,,
+bgm,play,30010002,,,
talk,42,フレンダ,,,
talk,43,フレンダ,,,
talk,44,滝壺 理后,,,
talk,45,フレンダ,,,
talk,46,フレンダ,,,
talk,47,滝壺 理后,,,
talk,48,フレンダ,,,
talk,49,フレンダ,,,
talk,50,滝壺 理后,,,
talk,51,フレンダ,,,
talk,52,フレンダ,,,
talk,53,フレンダ,,,
wait,3,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
