#command,param1,param2,param3,param4,param5,
#,
control,1,
stage,41001004,,,,,
bgm,stop,,,,,
chara,1002501,上条 当麻(グレイ),10,
chara,1000401,上条 当麻,10,
chara,105000101,烏丸 府蘭,10,
+place,上条 当麻,烏丸 府蘭,
+focus,on,上条 当麻,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
talk,1,上条 当麻,,,,
+talk,show,1,
bgm,play,30010001,,,,
talk,2,烏丸 府蘭,,,,
+烏丸 府蘭.shake,"(0,0.5,0)","(0,1)",1,
wait,1,
talk,3,上条 当麻,,,,
talk,4,上条 当麻,,,,
se,play,300200000910,,,,
+focus,off,上条 当麻,烏丸 府蘭,
wait,2,
talk,5,上条 当麻,,,,
wait,1,
fade,out,1,#000000,0,
talk,show,0,
+上条 当麻.facial,11,
+烏丸 府蘭.facial,16,
+focus,on,上条 当麻,
wait,2,
fade,in,1,#000000,0,
talk,6,上条 当麻,,,,
+talk,show,1,
talk,7,烏丸 府蘭,,,,
+烏丸 府蘭.shake,"(0.10,0)","(10,0)",1,
talk,8,上条 当麻,,,,
bgm,play,30010008,,,,
talk,9,上条 当麻,,,,
talk,10,烏丸 府蘭,,,,
talk,11,烏丸 府蘭,,,,
talk,12,上条 当麻,,,,
talk,13,烏丸 府蘭,,,,
talk,14,上条 当麻,,,,
talk,15,烏丸 府蘭,,,,
talk,16,上条 当麻,,,,
talk,17,上条 当麻,,,,
talk,18,烏丸 府蘭,,,,
talk,19,上条 当麻,,,,
talk,20,上条 当麻,,,,
talk,21,烏丸 府蘭,,,,
talk,22,烏丸 府蘭,,,,
talk,23,上条 当麻,,,,
talk,24,烏丸 府蘭,,,,
talk,25,上条 当麻,,,,
talk,26,烏丸 府蘭,,,,
talk,27,上条 当麻,,,,
talk,28,烏丸 府蘭,,,,
talk,29,烏丸 府蘭,,,,
talk,30,烏丸 府蘭,,,,
talk,31,烏丸 府蘭,,,,
talk,32,烏丸 府蘭,,,,
talk,33,烏丸 府蘭,,,,
