#command,param1,param2,param3,param4,
#,サイド別ストーリー: 暗部組織-グループ チャプター04,
print,同志による魂の説得,
control,1,
bgm,stop,
stage,10001001,,,,
bgm,play,30010010,1,,
chara,504000106,不良,13,
chara,3000201,土御門 元春,11,
chara,13001001,一方通行,23,
chara,60000201,メイド,16,
+一方通行.fade,in,0.1,
+土御門 元春.fade,in,0.1,
+メイド.fade,in,0.1,
+不良.fade,in,0.1,
+talk,show,0,
,,,,,
place,不良,メイド,土御門 元春,一方通行,
fade,in,1,#000000,0,
talk,1,土御門 元春,,,
+talk,start,
+talk,show,1,
talk,2,不良,,,
talk,3,土御門 元春,,,
bgm,stop,1,
talk,4,不良,,,
talk,5,土御門 元春,,,
+bgm,play,30010008,,,
talk,6,不良,,,
talk,7,土御門 元春,,,
talk,8,不良,,,
talk,9,土御門 元春,,,
talk,10,不良,,,
talk,11,土御門 元春,,,
talk,12,不良,,,
talk,13,土御門 元春,,,
screen.effect,ef_com_00000_000_000_00,"(0,0)",2,0,
talk,14,土御門 元春,,,
talk,15,不良,,,
talk,16,一方通行,,,
talk,17,土御門 元春,,,
talk,18,土御門 元春,,,
talk,19,不良,,,
talk,20,不良,,,
bgm,stop,
talk,21,土御門 元春,,,
talk,22,不良,,,
bgm,play,30010018,,,
talk,23,土御門 元春,,,
talk,24,土御門 元春,,,
talk,25,土御門 元春,,,
talk,26,不良,,,
talk,27,土御門 元春,,,
talk,28,土御門 元春,,,
talk,29,不良,,,
talk,30,不良,,,
talk,31,不良,,,
talk,32,不良,,,
talk,33,土御門 元春,,,
talk,34,不良,,,
talk,35,土御門 元春,,,
talk,36,土御門 元春,,,
screen.effect,ef_com_00000_000_000_00,"(0,0)",2,0,
talk,37,土御門 元春,,,
talk,38,不良,,,
talk,39,土御門 元春,,,
talk,40,土御門 元春,,,
talk,41,土御門 元春,,,
talk,42,土御門 元春,,,
talk,43,不良,,,
wait,1,
bgm,stop,
talk,44,一方通行,,,
wait,1,
fade,out,1,#FFFFFF,
bgm,stop,
wait,1,
[End],







