#command,param1,param2,param3,param4,
#,
control,1,
bgm,stop,,,,
image,100020830,1,シーン01,
シーン01.fade,in,0.5,
bgm,play,30010001,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
wait,0.5,
#,#,,,,
#,#,,,,
talk,1,初春 飾利,,,
+talk,show,1,
#,#,,,,
talk,2,初春 飾利,,,
image,100020830,2,シーン02,
シーン02.fade,in,0.5,
シーン01.fade,out,0.1,
wait,1,
talk,3,御坂 美琴,,,
#,#,,,,
talk,4,白井 黒子,,,
#,#,,,,
talk,5,佐天 涙子,,,
#,#,,,,
talk,6,白井 黒子,,,
#,#,,,,
talk,7,佐天 涙子,,,
talk,8,フェブリ,,,
talk,9,佐天 涙子,,,
#,#,,,,
image,100020830,3,シーン03,
シーン03.fade,in,0.5,
シーン02.fade,out,0.1,
wait,1,
talk,10,御坂 美琴,,,
#,#,,,,
talk,11,白井 黒子,,,
#,#,,,,
talk,12,御坂 美琴,,,
#,#,,,,
talk,13,初春 飾利,,,
talk,14,佐天 涙子,,,
talk,15,白井 黒子,,,
talk,16,初春 飾利,,,
talk,17,佐天 涙子,,,
#,#,,,,
talk,18,初春 飾利,,,
#,#,,,,
talk,19,白井 黒子,,,
#,#,,,,
talk,20,佐天 涙子,,,
talk,21,初春 飾利,,,
#,#,,,,
talk,22,御坂 美琴,,,
#,#,,,,
image,100020830,4,シーン04,
シーン04.fade,in,0.5,
シーン03.fade,out,0.1,
+se,play,300100000650,,,
wait,2,
image,100020830,5,シーン05,
シーン05.fade,in,0.5,
シーン04.fade,out,0.1,
wait,1,
talk,23,婚后 光子,,,
#,#,,,,
talk,24,御坂 美琴,,,
#,#,,,,
image,100020830,6,シーン06,
シーン06.fade,in,0.5,
シーン05.fade,out,0.1,
wait,1,
talk,25,御坂 美琴,,,
talk,26,婚后 光子,,,
talk,27,御坂 美琴,,,
#,#,,,,
talk,28,婚后 光子,,,
talk,29,御坂 美琴,,,
#,#,,,,
talk,30,婚后 光子,,,
talk,31,御坂 美琴,,,
#,#,,,,
image,100020830,7,シーン07,
シーン07.fade,in,0.5,
シーン06.fade,out,0.1,
wait,1,
talk,32,婚后 光子,,,
#,#,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
