#command,param1,param2,param3,param4,
#,
control,1,
stage,7001001,,,,
bgm,stop,
chara,54000101,芳川 桔梗,14,
chara,7000101,黄泉川 愛穂,11,
chara,22000101,打ち止め,15,
bgm,play,30010020,,,
fade,in,1,#000000,0,
+talk,start,
+talk,show,0,
talk,1,,,,
+talk,show,1,
talk,2,,,,
talk,3,,,,
talk,4,,,,
talk,5,,,,
talk,6,,,,
talk,7,,,,
talk,8,,,,
talk,9,,,,
talk,10,,,,
talk,11,,,,
wait,1,
fade,out,1,#FFFFFF,0,
bgm,stop,
talk,show,0,
stage,7013004,,,,
芳川 桔梗.fade,in,0.5,
打ち止め.fade,in,0.5,
黄泉川 愛穂.fade,in,0.5,
+place,芳川 桔梗,打ち止め,黄泉川 愛穂,
+focus,off,芳川 桔梗,打ち止め,黄泉川 愛穂,
wait,2,
fade,in,1,#FFFFFF,0,
bgm,play,30010006,,,
talk,12,ニュースの声,,,
+talk,show,1,
talk,13,ニュースの声,,,
talk,14,ニュースの声,,,
talk,15,打ち止め,,,
+打ち止め.shake,"(0.10,0)","(10,0)",1,
talk,16,打ち止め,,,
talk,17,黄泉川 愛穂,,,
talk,18,黄泉川 愛穂,,,
talk,19,芳川 桔梗,,,
talk,20,芳川 桔梗,,,
talk,21,芳川 桔梗,,,
talk,22,打ち止め,,,
talk,23,打ち止め,,,
talk,24,黄泉川 愛穂,,,
talk,25,芳川 桔梗,,,
talk,26,打ち止め,,,
+打ち止め.shake,"(0,0.5,0)","(0,3)",1,
talk,27,打ち止め,,,
talk,28,黄泉川 愛穂,,,
talk,29,打ち止め,,,
talk,30,芳川 桔梗,,,
talk,31,黄泉川 愛穂,,,
wait,2,
fade,out,1,#FFFFFF,0,
bgm,stop,
wait,1,
[END],
